#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_000012025.1	PRJNA13146	SAMN02603601	na	na	300268	621	Shigella boydii Sb227	strain=Sb227	na	latest	Complete Genome	Major	Full	2005-11-09	ASM1202v1	State Key Laboratory for Moleclular Virology and Genetic Engineering, Microbial Genome Center of Chinese Ministry of Public Health	GCF_000012025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/025/GCA_000012025.1_ASM1202v1	na	na	na	haploid	bacteria	4646520	4646520	51.000000	2	2	2	State Key Laboratory for Moleclular Virology and Genetic Engineering, Microbial Genome Center of Chinese Ministry of Public Health	Annotation submitted by State Key Laboratory for Moleclular Virology and Genetic Engineering, Microbial Genome Center of Chinese Ministry of Public Health	2016-07-26	4616	4284	113	16275786
GCA_000020185.1	PRJNA15637	SAMN02604039	na	na	344609	621	Shigella boydii CDC 3083-94	strain=BS512; CDC 3083-94	na	latest	Complete Genome	Major	Full	2008-05-08	ASM2018v1	TIGR	GCF_000020185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/185/GCA_000020185.1_ASM2018v1	na	na	na	haploid	bacteria	4874659	4874659	51.000000	6	6	6	TIGR	Annotation submitted by TIGR	2016-07-26	5336	4557	174	na
GCA_001027225.1	PRJNA284097	SAMN03699691	na	na	621	621	Shigella boydii	strain=ATCC 9210	na	latest	Complete Genome	Major	Full	2015-06-03	ASM102722v1	KRIBB	GCF_001027225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/225/GCA_001027225.1_ASM102722v1	na	na	na	haploid	bacteria	4574246	4574246	51.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2015-05-22	4986	4485	122	na
GCA_002946735.1	PRJNA218110	SAMN08330244	na	na	621	621	Shigella boydii	strain=ATCC 8700	na	latest	Complete Genome	Major	Full	2018-02-23	ASM294673v1	CDC	GCF_002946735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/946/735/GCA_002946735.1_ASM294673v1	many frameshifted proteins	assembly from type material	na	haploid	bacteria	4525323	4525323	51.000000	3	3	3	na	na		0	0	0	29650580
GCA_002949175.1	PRJNA218110	SAMN08330245	na	na	621	621	Shigella boydii	strain=NCTC 9850	na	latest	Complete Genome	Major	Full	2018-02-23	ASM294917v1	CDC	GCF_002949175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/949/175/GCA_002949175.1_ASM294917v1	na	na	na	haploid	bacteria	4726294	4726294	51.000000	2	2	2	na	na		0	0	0	29650580
GCA_002949455.1	PRJNA218110	SAMN08518226	na	na	621	621	Shigella boydii	strain=54-1621	na	latest	Complete Genome	Major	Full	2018-02-23	ASM294945v1	CDC	GCF_002949455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/949/455/GCA_002949455.1_ASM294945v1	annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	4531304	4531304	51.000000	1	1	1	na	na		0	0	0	29650580
GCA_002949475.1	PRJNA218110	SAMN08330253	na	na	621	621	Shigella boydii	strain=59-248	na	latest	Complete Genome	Major	Full	2018-02-23	ASM294947v1	CDC	GCF_002949475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/949/475/GCA_002949475.1_ASM294947v1	na	na	na	haploid	bacteria	4887224	4887224	51.000000	2	2	2	na	na		0	0	0	29650580
GCA_002949495.1	PRJNA218110	SAMN08330252	na	na	621	621	Shigella boydii	strain=59-2708	na	latest	Complete Genome	Major	Full	2018-02-23	ASM294949v1	CDC	GCF_002949495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/949/495/GCA_002949495.1_ASM294949v1	na	na	na	haploid	bacteria	4856857	4856857	50.500000	1	1	1	na	na		0	0	0	29650580
GCA_002949535.1	PRJNA218110	SAMN08330255	na	na	621	621	Shigella boydii	strain=83-578	na	latest	Complete Genome	Major	Full	2018-02-23	ASM294953v1	CDC	GCF_002949535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/949/535/GCA_002949535.1_ASM294953v1	na	na	na	haploid	bacteria	4702611	4702611	51.000000	2	2	2	na	na		0	0	0	29650580
GCA_002950035.1	PRJNA218110	SAMN01916925	na	na	621	621	Shigella boydii	strain=ATCC 35964	na	latest	Complete Genome	Major	Full	2018-02-23	ASM295003v1	CDC	GCF_002950035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/950/035/GCA_002950035.1_ASM295003v1	many frameshifted proteins	na	na	haploid	bacteria	5295594	5295594	50.500000	2	2	2	na	na		0	0	0	29650580
