#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_048568725.1	PRJNA1155289	SAMN46716149	na	na	149539	28901	Salmonella enterica subsp. enterica serovar Enteritidis	strain=16	na	latest	Complete Genome	Major	Full	2025-03-13	ASM4856872v1	BESE, KAUST	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/568/725/GCA_048568725.1_ASM4856872v1	from large multi-isolate project	na	na	haploid	bacteria	4790402	4790402	52.000000	3	3	3	na	na		0	0	0	na
GCA_031187125.1	PRJNA1009674	SAMN37159800	na	na	149539	28901	Salmonella enterica subsp. enterica serovar Enteritidis	strain=SA607	na	latest	Complete Genome	Major	Full	2023-09-03	ASM3118712v1	Faculty of Veterinary science	GCF_031187125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/187/125/GCA_031187125.1_ASM3118712v1	na	na	na	haploid	bacteria	4777006	4777006	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-08-28	4679	4382	121	na
GCA_049618335.1	PRJNA1000275	SAMN36766224	na	na	149539	28901	Salmonella enterica subsp. enterica serovar Enteritidis	strain=2014C04-239	na	latest	Complete Genome	Major	Full	2025-04-15	ASM4961833v1	National Institute of Infectious Diseases and Vaccinology, National Health Research Institutes	GCF_049618335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/618/335/GCA_049618335.1_ASM4961833v1	na	na	na	haploid	bacteria	4849012	4849012	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-08-01	4745	4454	122	na
GCA_002760915.1	PRJNA354706	SAMN06050726	na	na	149539	28901	Salmonella enterica subsp. enterica serovar Enteritidis	strain=56-3991	na	latest	Complete Genome	Major	Full	2017-11-07	ASM276091v1	FDA	GCF_002760915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/760/915/GCA_002760915.1_ASM276091v1	na	na	na	haploid	bacteria	4737486	4737486	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-12-12	4838	4576	123	na
GCA_045037935.1	PRJNA1183589	SAMN44629847	na	na	149539	28901	Salmonella enterica subsp. enterica serovar Enteritidis	strain=S-28445	na	latest	Complete Genome	Major	Full	2024-11-19	ASM4503793v1	Laboratory of viral respiratory Infections, Somov Institute of Epidemiology and Microbiology	GCF_045037935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/037/935/GCA_045037935.1_ASM4503793v1	na	na	na	haploid	bacteria	4913585	4913585	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-11-13	4888	4569	118	na
GCA_037055345.1	PRJNA1081893	SAMN40191266	na	na	149539	28901	Salmonella enterica subsp. enterica serovar Enteritidis	strain=PT4 578	na	latest	Complete Genome	Major	Full	2024-03-07	ASM3705534v1	Microbiologia Agricola, Universidade Federal de Vicosa	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/055/345/GCA_037055345.1_ASM3705534v1	annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	4685705	4685705	52.000000	1	1	1	na	na		0	0	0	na
GCA_045037915.1	PRJNA1183586	SAMN44629837	na	na	149539	28901	Salmonella enterica subsp. enterica serovar Enteritidis	strain=S-28523	na	latest	Complete Genome	Major	Full	2024-11-19	ASM4503791v1	Laboratory of viral respiratory Infections, Somov Institute of Epidemiology and Microbiology	GCF_045037915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/037/915/GCA_045037915.1_ASM4503791v1	na	na	na	haploid	bacteria	4868350	4868350	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-11-13	4841	4511	113	na
GCA_045037895.1	PRJNA1183591	SAMN44629860	na	na	149539	28901	Salmonella enterica subsp. enterica serovar Enteritidis	strain=S-28448	na	latest	Complete Genome	Major	Full	2024-11-19	ASM4503789v1	Laboratory of viral respiratory Infections, Somov Institute of Epidemiology and Microbiology	GCF_045037895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/037/895/GCA_045037895.1_ASM4503789v1	na	na	na	haploid	bacteria	4913583	4913583	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-11-13	4889	4549	116	na
GCA_002813995.1	PRJNA320034	SAMN04924825	na	na	149539	28901	Salmonella enterica subsp. enterica serovar Enteritidis	strain=SJTUF10984	na	latest	Complete Genome	Major	Full	2017-12-07	ASM281399v1	School of Agriculture and Biology, Shanghai Jiao Tong University	GCF_002813995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/995/GCA_002813995.1_ASM281399v1	na	na	na	haploid	bacteria	4739162	4739162	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-12-05	4855	4553	121	na
GCA_001973275.2	PRJNA186035	SAMN05414452	na	na	149539	28901	Salmonella enterica subsp. enterica serovar Enteritidis	strain=CFSAN051873	na	latest	Complete Genome	Major	Full	2017-06-26	ASM197327v2	Center for Food Safety and Applied Nutrition	GCF_001973275.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/973/275/GCA_001973275.2_ASM197327v2	na	na	na	haploid	bacteria	4738494	4738494	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-06-16	4842	4569	121	na
