#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_005688995.2	PRJNA292661	SAMN10132830	na	na	149385	28901	Salmonella enterica subsp. enterica serovar Hadar	strain=CVM N17S312	na	latest	Complete Genome	Major	Full	2021-09-09	ASM568899v2	FDA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/688/995/GCA_005688995.2_ASM568899v2	from large multi-isolate project	na	na	haploid	bacteria	4755540	4755540	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-01	4602	4392	125	na
GCA_010001925.2	PRJNA230403	SAMN07427456	na	na	149385	28901	Salmonella enterica subsp. enterica serovar Hadar	strain=PNUSAS018090	na	latest	Complete Genome	Major	Full	2022-03-24	ASM1000192v2	CDC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/001/925/GCA_010001925.2_ASM1000192v2	from large multi-isolate project	na	na	haploid	bacteria	4764800	4764800	52.000000	7	7	7	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-05-05	4630	4397	125	na
GCA_045040835.1	PRJNA812595	SAMN30524885	na	na	149385	28901	Salmonella enterica subsp. enterica serovar Hadar	strain=PNUSAS295274	na	latest	Complete Genome	Major	Full	2023-12-20	ASM4504083v1	Utah Public Health Laboratory Infectious Disease submission group	GCF_045040835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/040/835/GCA_045040835.1_ASM4504083v1	na	na	na	haploid	bacteria	4722009	4722009	52.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-12-12	4564	4326	125	na
GCA_040256235.1	PRJNA242847	SAMN33274691	na	na	149385	28901	Salmonella enterica subsp. enterica serovar Hadar	strain=23OR01GT05-S1	na	latest	Complete Genome	Major	Full	2024-06-20	SMRTLINK	FDA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/256/235/GCA_040256235.1_SMRTLINK	from large multi-isolate project	na	na	haploid	bacteria	4789140	4789140	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-06-13	4660	4420	124	na
GCA_034493545.1	PRJNA812595	SAMN36182991	na	na	149385	28901	Salmonella enterica subsp. enterica serovar Hadar	strain=PNUSAS360131	na	latest	Complete Genome	Major	Full	2023-12-20	ASM3449354v1	Utah Public Health Laboratory Infectious Disease submission group	GCF_034493545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/493/545/GCA_034493545.1_ASM3449354v1	na	na	na	haploid	bacteria	5048161	5048161	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-12-12	4926	4678	126	na
GCA_010417285.2	PRJNA292666	SAMN08115125	na	na	149385	28901	Salmonella enterica subsp. enterica serovar Hadar	strain=FSIS11705858	na	latest	Complete Genome	Major	Full	2021-09-09	ASM1041728v2	FDA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/417/285/GCA_010417285.2_ASM1041728v2	from large multi-isolate project	na	na	haploid	bacteria	4860589	4860589	52.000000	7	7	7	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-02	4728	4519	113	34867920
GCA_040256205.1	PRJNA242847	SAMN12913428	na	na	149385	28901	Salmonella enterica subsp. enterica serovar Hadar	strain=19OR09GT01-S1	na	latest	Complete Genome	Major	Full	2024-06-20	SMRTLINK	FDA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/256/205/GCA_040256205.1_SMRTLINK	from large multi-isolate project	na	na	haploid	bacteria	4849016	4849016	52.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-06-13	4744	4500	126	na
GCA_010621305.2	PRJNA230403	SAMN07268462	na	na	149385	28901	Salmonella enterica subsp. enterica serovar Hadar	strain=2015AM-0414	na	latest	Complete Genome	Major	Full	2022-03-24	ASM1062130v2	CDC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/621/305/GCA_010621305.2_ASM1062130v2	from large multi-isolate project	na	na	haploid	bacteria	4805578	4805578	52.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-05-05	4679	4429	128	na
GCA_015226605.2	PRJNA242847	SAMN16657009	na	na	149385	28901	Salmonella enterica subsp. enterica serovar Hadar	strain=FSIS32004124	na	latest	Complete Genome	Major	Full	2024-06-25	SMRTLINK	FDA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/226/605/GCA_015226605.2_SMRTLINK	from large multi-isolate project	na	na	haploid	bacteria	4759834	4759834	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-06-13	4628	4388	125	na
GCA_004768645.1	PRJNA353625	SAMN06030204	na	na	149385	28901	Salmonella enterica subsp. enterica serovar Hadar	strain=12-2388	na	latest	Complete Genome	Major	Full	2019-04-10	ASM476864v1	Public Health Agency Of Canada	GCF_004768645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/768/645/GCA_004768645.1_ASM476864v1	na	na	na	haploid	bacteria	4703497	4703497	52.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-04-02	4636	4373	122	na
