#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_016454545.1	PRJNA622256	SAMN14504594	na	na	487004	28901	Salmonella enterica subsp. enterica serovar Uganda	strain=CVM 22436	na	latest	Complete Genome	Major	Full	2020-12-31	ASM1645454v1	FDA-CVM	GCF_016454545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/454/545/GCA_016454545.1_ASM1645454v1	na	na	na	haploid	bacteria	5032743	5032743	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-04-14	4941	4703	123	32883017
GCA_016454725.1	PRJNA622256	SAMN14504525	na	na	487004	28901	Salmonella enterica subsp. enterica serovar Uganda	strain=CVM 20723	na	latest	Complete Genome	Major	Full	2020-12-31	ASM1645472v1	FDA-CVM	GCF_016454725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/454/725/GCA_016454725.1_ASM1645472v1	na	na	na	haploid	bacteria	5068487	5068487	52.000000	8	8	8	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-04-14	4958	4722	121	32883017
GCA_028892745.1	PRJNA929056	SAMN32950778	na	na	487004	28901	Salmonella enterica subsp. enterica serovar Uganda	strain=RM010	na	latest	Complete Genome	Major	Full	2023-03-01	ASM2889274v1	University of Nebraska-Lincoln	GCF_028892745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/892/745/GCA_028892745.1_ASM2889274v1	na	na	na	haploid	bacteria	4905661	4905661	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-06	4809	4517	122	36985205
GCA_028892805.1	PRJNA929056	SAMN32950775	na	na	487004	28901	Salmonella enterica subsp. enterica serovar Uganda	strain=RM017	na	latest	Complete Genome	Major	Full	2023-03-01	ASM2889280v1	University of Nebraska-Lincoln	GCF_028892805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/892/805/GCA_028892805.1_ASM2889280v1	na	na	na	haploid	bacteria	4905561	4905561	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-06	4808	4558	122	36985205
GCA_028892685.1	PRJNA929056	SAMN32950781	na	na	487004	28901	Salmonella enterica subsp. enterica serovar Uganda	strain=RM018	na	latest	Complete Genome	Major	Full	2023-03-01	ASM2889268v1	University of Nebraska-Lincoln	GCF_028892685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/892/685/GCA_028892685.1_ASM2889268v1	na	na	na	haploid	bacteria	4905575	4905575	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-06	4807	4507	122	36985205
GCA_016454525.1	PRJNA622256	SAMN14504595	na	na	487004	28901	Salmonella enterica subsp. enterica serovar Uganda	strain=CVM 22437	na	latest	Complete Genome	Major	Full	2020-12-31	ASM1645452v1	FDA-CVM	GCF_016454525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/454/525/GCA_016454525.1_ASM1645452v1	na	na	na	haploid	bacteria	5032867	5032867	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-04-14	4943	4714	123	32883017
GCA_028892765.1	PRJNA929056	SAMN32950777	na	na	487004	28901	Salmonella enterica subsp. enterica serovar Uganda	strain=RM008	na	latest	Complete Genome	Major	Full	2023-03-01	ASM2889276v1	University of Nebraska-Lincoln	GCF_028892765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/892/765/GCA_028892765.1_ASM2889276v1	na	na	na	haploid	bacteria	4866112	4866112	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-06	4746	4462	120	36985205
GCA_028892705.1	PRJNA929056	SAMN32950780	na	na	487004	28901	Salmonella enterica subsp. enterica serovar Uganda	strain=RM013	na	latest	Complete Genome	Major	Full	2023-03-01	ASM2889270v1	University of Nebraska-Lincoln	GCF_028892705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/892/705/GCA_028892705.1_ASM2889270v1	na	na	na	haploid	bacteria	4905854	4905854	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-06	4807	4564	122	36985205
GCA_010441855.2	PRJNA292666	SAMN05900930	na	na	2724876	28901	Salmonella enterica subsp. enterica serovar Uganda var. 15+	strain=FSIS1607821	na	latest	Complete Genome	Major	Full	2021-09-09	ASM1044185v2	FDA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/441/855/GCA_010441855.2_ASM1044185v2	from large multi-isolate project	na	na	haploid	bacteria	5186803	5186803	52.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-02	5109	4809	121	34867920
GCA_028892825.1	PRJNA929056	SAMN32950774	na	na	487004	28901	Salmonella enterica subsp. enterica serovar Uganda	strain=RM016	na	latest	Complete Genome	Major	Full	2023-03-01	ASM2889282v1	University of Nebraska-Lincoln	GCF_028892825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/892/825/GCA_028892825.1_ASM2889282v1	na	na	na	haploid	bacteria	4905645	4905645	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-06	4807	4581	122	36985205
