#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_030122615.1	PRJNA954863	SAMN34157280	na	na	59201	28901	Salmonella enterica subsp. enterica	strain=TZ282	na	latest	Complete Genome	Major	Full	2023-05-26	ASM3012261v1	Sheba medical center	GCF_030122615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/122/615/GCA_030122615.1_ASM3012261v1	na	na	na	haploid	bacteria	4772725	4772725	52.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-04-13	4575	4332	120	na
GCA_030166355.1	PRJNA974931	SAMN35301888	na	na	59201	28901	Salmonella enterica subsp. enterica	strain=CY16	na	latest	Complete Genome	Major	Full	2023-06-05	ASM3016635v1	Shandong First Medical University	GCF_030166355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/166/355/GCA_030166355.1_ASM3016635v1	na	na	na	haploid	bacteria	4781604	4781604	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-05-26	4658	4223	116	na
GCA_006860705.2	PRJNA186035	SAMN02900330	na	na	59201	28901	Salmonella enterica subsp. enterica	strain=CFSAN008899	na	latest	Complete Genome	Major	Full	2021-11-09	ASM686070v2	Center for Food Safety and Applied Nutrition	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/860/705/GCA_006860705.2_ASM686070v2	from large multi-isolate project	na	na	haploid	bacteria	4651053	4651053	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-10-14	4530	4273	117	na
GCA_041412535.1	PRJNA780385	SAMN23139101	na	na	59201	28901	Salmonella enterica subsp. enterica	strain=Z01319SL0006	na	latest	Complete Genome	Major	Full	2024-08-21	ASM4141253v1	Konkuk University	GCF_041412535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/412/535/GCA_041412535.1_ASM4141253v1	na	na	na	haploid	bacteria	4779850	4779850	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-11-18	4679	4388	121	na
GCA_040969815.1	PRJNA1138452	SAMN42720447	na	na	59201	28901	Salmonella enterica subsp. enterica	strain=2742	na	latest	Complete Genome	Major	Full	2024-07-31	ASM4096981v1	Jinan University	GCF_040969815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/969/815/GCA_040969815.1_ASM4096981v1	na	na	na	haploid	bacteria	5273922	5273922	52.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-07-25	5219	4957	122	na
GCA_041412575.1	PRJNA780385	SAMN23139099	na	na	59201	28901	Salmonella enterica subsp. enterica	strain=Z01319SL0003	na	latest	Complete Genome	Major	Full	2024-08-21	ASM4141257v1	Konkuk University	GCF_041412575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/412/575/GCA_041412575.1_ASM4141257v1	na	na	na	haploid	bacteria	4871194	4871194	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-11-18	4776	4470	120	na
GCA_022869965.1	PRJNA605254	SAMN14078794	na	na	59201	28901	Salmonella enterica subsp. enterica	strain=PartC-Senterica-RM8376	na	latest	Complete Genome	Major	Full	2022-04-11	ASM2286996v1	National Institute of Advanced Industrial Science and Technology, Biomedical Research Institute	GCF_022869965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/869/965/GCA_022869965.1_ASM2286996v1	na	assembly from type material	na	haploid	bacteria	4951425	4951425	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-11-09	4802	4594	125	na
GCA_003068025.2	PRJNA308180	SAMN08822719	na	na	59201	28901	Salmonella enterica subsp. enterica	strain=CFSAN058545	na	latest	Complete Genome	Major	Full	2021-07-20	ASM306802v2	FDA	GCF_003068025.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/068/025/GCA_003068025.2_ASM306802v2	na	na	na	haploid	bacteria	4987279	4987279	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-06-24	4843	4601	122	na
GCA_004124155.2	PRJNA498334	SAMN10291458	na	na	59201	28901	Salmonella enterica subsp. enterica	strain=CFSA1096	na	latest	Complete Genome	Major	Full	2019-05-08	ASM412415v2	China National Centre for Food Safety Risk Assessment	GCF_004124155.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/124/155/GCA_004124155.2_ASM412415v2	na	na	na	haploid	bacteria	4994011	4994011	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-05-07	4899	4637	117	na
GCA_040956595.1	PRJNA1132578	SAMN42350238	na	na	59201	28901	Salmonella enterica subsp. enterica	strain=N22-3044	na	latest	Complete Genome	Major	Full	2024-07-15	ASM4095659v1	University of Zurich	GCF_040956595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/956/595/GCA_040956595.1_ASM4095659v1	na	na	na	haploid	bacteria	4867884	4867884	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-07-08	4721	4487	120	na
