#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_029748025.1	PRJNA319593	SAMN24255072	na	na	28901	28901	Salmonella enterica	strain=AUSMDU00049308	na	latest	Complete Genome	Major	Full	2023-04-14	ASM2974802v1	Microbiological Diagnostics Unit	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/748/025/GCA_029748025.1_ASM2974802v1	from large multi-isolate project	na	na	haploid	bacteria	4781015	4781015	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-01-04	4699	4277	111	na
GCA_018338515.1	PRJNA186035	SAMN01933115	na	na	1299288	28901	Salmonella enterica subsp. VII str. CFSAN000554	strain=SGSC 3121	SARC16	latest	Complete Genome	Major	Full	2021-05-11	ASM1833851v1	Center for Food Safety and Applied Nutrition	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/338/515/GCA_018338515.1_ASM1833851v1	from large multi-isolate project	na	na	haploid	bacteria	4676509	4676509	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-03	4438	4087	116	na
GCA_014218055.1	PRJNA528985	SAMN12256456	na	na	28901	28901	Salmonella enterica	strain=FARPER-222	na	latest	Complete Genome	Major	Full	2020-08-17	ASM1421805v1	FARVET S.A.C.	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/218/055/GCA_014218055.1_ASM1421805v1	annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	4879141	4879141	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-07-15	4776	4242	117	na
GCA_026802055.1	PRJNA903824	SAMN31814736	na	na	28901	28901	Salmonella enterica	strain=CHC	na	latest	Complete Genome	Major	Full	2022-12-11	ASM2680205v1	The Affiliated People Hospital of Jiangsu University	GCF_026802055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/802/055/GCA_026802055.1_ASM2680205v1	na	na	na	haploid	bacteria	4844220	4844220	52.000000	1	1	1	na	na		0	0	0	na
GCA_005540335.2	PRJNA230403	SAMN10095840	na	na	28901	28901	Salmonella enterica	strain=PNUSAS053497	na	latest	Complete Genome	Major	Full	2025-03-14	ASM554033v2	CDC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/540/335/GCA_005540335.2_ASM554033v2	from large multi-isolate project	na	na	haploid	bacteria	4767306	4767306	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-10-23	4705	4434	119	na
GCA_014334255.1	PRJNA484865	SAMN15666299	na	na	28901	28901	Salmonella enterica	strain=SLR1_8250	na	latest	Complete Genome	Major	Full	2020-08-30	ASM1433425v1	Central Research Institute for Epidemiology	GCF_014334255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/334/255/GCA_014334255.1_ASM1433425v1	na	na	na	haploid	bacteria	4774395	4774395	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-08-24	4643	4392	121	na
GCA_023330705.1	PRJNA660241	SAMN25249355	na	na	28901	28901	Salmonella enterica	strain=1618	na	latest	Complete Genome	Major	Full	2022-05-11	ASM2333070v1	Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University	GCF_023330705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/330/705/GCA_023330705.1_ASM2333070v1	na	na	na	haploid	bacteria	5170682	5170682	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-01-27	5084	4840	123	na
GCA_020736305.1	PRJNA774121	SAMN22551429	na	na	28901	28901	Salmonella enterica	strain=SZL 31	na	latest	Complete Genome	Major	Full	2021-11-03	ASM2073630v1	Institute of Bioengineering, Research Center of Biotechnology of RAS	GCF_020736305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/736/305/GCA_020736305.1_ASM2073630v1	na	na	na	haploid	bacteria	5023097	5023097	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-10-28	4886	4595	118	na
GCA_051059095.1	PRJNA1238517	SAMN47475851	na	na	28901	28901	Salmonella enterica	strain=HC-2sh	na	latest	Complete Genome	Major	Full	2025-06-25	ASM5105909v1	gachon university	GCF_051059095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/059/095/GCA_051059095.1_ASM5105909v1	na	na	na	haploid	bacteria	4873320	4873320	52.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-03-24	4806	4494	120	na
GCA_024364845.1	PRJNA855361	SAMN29630085	na	na	28901	28901	Salmonella enterica	strain=SC2014238	na	latest	Complete Genome	Major	Full	2022-07-21	ASM2436484v1	Yangzhou University	GCF_024364845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/364/845/GCA_024364845.1_ASM2436484v1	na	na	na	haploid	bacteria	5103129	5103129	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-07-12	4989	4744	124	na
