#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_000286275.1	PRJNA170442	SAMN02603959	na	na	208224	208224	Enterobacter kobei	strain=ENHKU01	na	latest	Complete Genome	Major	Full	2012-08-10	ASM28627v1	The University of Hong Kong	GCF_000286275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/275/GCA_000286275.1_ASM28627v1	na	na	na	haploid	bacteria	4726582	4726582	55.000000	1	1	1	The University of Hong Kong	Annotation submitted by The University of Hong Kong	2019-03-07	4445	4338	107	23045485
GCA_001729765.1	PRJNA259658	SAMN05581747	na	na	208224	208224	Enterobacter kobei	strain=DSM 13645	na	latest	Complete Genome	Major	Full	2016-09-16	ASM172976v1	JCVI	GCF_001729765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/729/765/GCA_001729765.1_ASM172976v1	na	assembly from type material	na	haploid	bacteria	4927478	4927478	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-09-09	4769	4521	119	27965456
GCA_003665375.1	PRJNA415108	SAMN08027255	na	na	208224	208224	Enterobacter kobei	strain=WCHEK045523	na	latest	Complete Genome	Major	Full	2018-10-17	ASM366537v1	West China Hospital, Sichuan University	GCF_003665375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/375/GCA_003665375.1_ASM366537v1	na	na	na	haploid	bacteria	5166790	5166790	54.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-10-11	5080	4783	116	na
GCA_008365235.1	PRJNA562727	SAMN12648938	na	na	208224	208224	Enterobacter kobei	strain=EB_P8_L5_01.19	na	latest	Complete Genome	Major	Full	2019-09-10	ASM836523v1	Public Health England	GCF_008365235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/365/235/GCA_008365235.1_ASM836523v1	na	na	na	haploid	bacteria	5197300	5197300	54.500000	7	7	7	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-09-03	5204	4756	117	na
GCA_008931545.1	PRJNA550014	SAMN12289356	na	na	208224	208224	Enterobacter kobei	strain=C16	na	latest	Complete Genome	Major	Full	2019-10-09	ASM893154v1	University of Oxford	GCF_008931545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/931/545/GCA_008931545.1_ASM893154v1	na	na	na	haploid	bacteria	5366747	5366747	54.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-08-02	5351	5075	119	na
GCA_011604705.1	PRJNA604100	SAMN14372987	na	na	208224	208224	Enterobacter kobei	strain=070	na	latest	Complete Genome	Major	Full	2020-03-22	ASM1160470v1	University of Zurich	GCF_011604705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/604/705/GCA_011604705.1_ASM1160470v1	na	na	na	haploid	bacteria	5183338	5183338	54.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-03-16	5033	4756	116	na
GCA_014041955.1	PRJNA647675	SAMN15594913	na	na	208224	208224	Enterobacter kobei	strain=IB2020	na	latest	Complete Genome	Major	Full	2020-08-02	ASM1404195v1	Charles University in Prague	GCF_014041955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/041/955/GCA_014041955.1_ASM1404195v1	na	na	na	haploid	bacteria	5419765	5419765	54.500000	7	7	7	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-07-27	5296	4992	121	33418979
GCA_015135595.1	PRJDB9036	SAMD00195891	na	na	208224	208224	Enterobacter kobei	strain=STW0522-51	na	latest	Complete Genome	Major	Full	2020-10-08	ASM1513559v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_015135595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/135/595/GCA_015135595.1_ASM1513559v1	na	na	na	haploid	bacteria	5163318	5163318	55.000000	7	7	7	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	2020-10-08	5048	4948	100	na
GCA_015135855.1	PRJDB9036	SAMD00195900	na	na	208224	208224	Enterobacter kobei	strain=STW0522-60	na	latest	Complete Genome	Major	Full	2020-10-08	ASM1513585v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_015135855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/135/855/GCA_015135855.1_ASM1513585v1	na	na	na	haploid	bacteria	5412308	5412308	54.500000	6	6	6	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	2020-10-08	5342	5232	110	na
GCA_015136055.1	PRJDB9036	SAMD00195902	na	na	208224	208224	Enterobacter kobei	strain=STW0522-62	na	latest	Complete Genome	Major	Full	2020-10-08	ASM1513605v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_015136055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/136/055/GCA_015136055.1_ASM1513605v1	na	na	na	haploid	bacteria	5244779	5244779	54.500000	13	13	13	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	2020-10-08	5129	5019	110	na
GCA_015137465.1	PRJDB9036	SAMD00195972	na	na	208224	208224	Enterobacter kobei	strain=STN0717-53	na	latest	Complete Genome	Major	Full	2020-10-08	ASM1513746v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_015137465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/137/465/GCA_015137465.1_ASM1513746v1	na	na	na	haploid	bacteria	5400778	5400778	54.500000	10	10	10	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	2020-10-08	5287	5179	108	na
GCA_018323985.1	PRJDB11476	SAMD00294602	na	na	208224	208224	Enterobacter kobei	strain=JCM 8580	na	latest	Complete Genome	Major	Full	2021-04-22	ASM1832398v1	RIKEN, BDR	GCF_018323985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/323/985/GCA_018323985.1_ASM1832398v1	na	assembly from type material	na	haploid	bacteria	4737575	4737575	55.500000	2	2	2	RIKEN, BDR	Annotation submitted by RIKEN, BDR	2021-04-22	4545	4435	110	na
GCA_022559745.1	PRJNA780373	SAMN23139065	na	na	208224	208224	Enterobacter kobei	strain=6	na	latest	Complete Genome	Major	Full	2022-03-14	ASM2255974v1	Zhejiang University	GCF_022559745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/559/745/GCA_022559745.1_ASM2255974v1	na	na	na	haploid	bacteria	4860688	4860688	55.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-11-30	4624	4416	115	na
GCA_023023125.1	PRJNA762162	SAMN21379554	na	reference genome	208224	208224	Enterobacter kobei	strain=11778-yvys	na	latest	Complete Genome	Major	Full	2022-04-18	ASM2302312v1	Sir Run Run Shaw Hospital	GCF_023023125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/023/125/GCA_023023125.1_ASM2302312v1	na	na	na	haploid	bacteria	4780485	4780485	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-21	4575	4411	113	35307563
GCA_023023705.1	PRJNA762162	SAMN21379548	na	na	208224	208224	Enterobacter kobei	strain=12379-yvys	na	latest	Complete Genome	Major	Full	2022-04-18	ASM2302370v1	Sir Run Run Shaw Hospital	GCF_023023705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/023/705/GCA_023023705.1_ASM2302370v1	na	na	na	haploid	bacteria	5003243	5003243	54.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-21	4820	4629	116	35307563
GCA_023333675.1	PRJNA762162	SAMN21379547	na	na	208224	208224	Enterobacter kobei	strain=11743-yvys	na	latest	Complete Genome	Major	Full	2022-04-18	ASM2333367v1	Sir Run Run Shaw Hospital	GCF_023333675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/675/GCA_023333675.1_ASM2333367v1	na	na	na	haploid	bacteria	5494734	5494734	54.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-21	5390	5143	117	35307563
GCA_023547315.1	PRJNA775676	SAMN22612881	na	na	208224	208224	Enterobacter kobei	strain=Ek72	na	latest	Complete Genome	Major	Full	2022-05-25	ASM2354731v1	Shenzhen People's Hospital	GCF_023547315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/547/315/GCA_023547315.1_ASM2354731v1	na	na	na	haploid	bacteria	5014089	5014089	54.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-11-01	4839	4612	115	na
GCA_023558885.1	PRJNA838260	SAMN28416108	na	na	208224	208224	Enterobacter kobei	strain=C210239	na	latest	Complete Genome	Major	Full	2022-05-26	ASM2355888v1	The Second Affiliated Hospital Zhejiang University School of Medicine	GCF_023558885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/558/885/GCA_023558885.1_ASM2355888v1	na	na	na	haploid	bacteria	4885699	4885699	55.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-05-20	4648	4480	114	na
