#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_019356415.1	PRJNA230403	SAMN10870446	na	na	54736	54736	Salmonella bongori	strain=04-0440	na	latest	Complete Genome	Major	Full	2021-07-27	ASM1935641v1	CDC	GCF_019356415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/356/415/GCA_019356415.1_ASM1935641v1	na	na	na	haploid	bacteria	4440439	4440439	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-02-05	4287	4005	115	na
GCA_018338735.1	PRJNA186035	SAMN01933083	na	na	1299282	54736	Salmonella bongori CFSAN000510	strain=SGSC 3100	na	latest	Complete Genome	Major	Full	2021-05-11	ASM1833873v1	Center for Food Safety and Applied Nutrition	GCF_018338735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/338/735/GCA_018338735.1_ASM1833873v1	na	na	na	haploid	bacteria	4459473	4459473	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-03	4186	3970	118	na
GCA_016653555.1	PRJNA688150	SAMN17169784	na	na	54736	54736	Salmonella bongori	strain=Se40	na	latest	Complete Genome	Major	Full	2021-01-17	ASM1665355v1	Nanjing Agricultural University	GCF_016653555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/653/555/GCA_016653555.1_ASM1665355v1	na	na	na	haploid	bacteria	4459441	4459441	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-01-06	4182	3965	118	na
GCA_006051015.2	PRJNA230403	SAMN07151172	na	na	54736	54736	Salmonella bongori	strain=92-0238	na	latest	Complete Genome	Major	Full	2020-05-27	ASM605101v2	CDC	GCF_006051015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/051/015/GCA_006051015.2_ASM605101v2	na	na	na	haploid	bacteria	4476215	4476215	51.500000	1	1	1	na	na		0	0	0	na
GCA_002211925.1	PRJNA177621	SAMN04160809	na	na	1243617	54736	Salmonella bongori serovar 66:z41:- str. SA19983605	strain=SA19983605	na	latest	Complete Genome	Major	Full	2017-06-30	ASM221192v1	Laboratory for Foodborne Zoonoses	GCF_002211925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/925/GCA_002211925.1_ASM221192v1	na	na	na	haploid	bacteria	4468959	4468959	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-06-22	4393	4075	116	na
GCA_009648775.1	PRJNA541970	SAMN01933083	na	na	1299282	54736	Salmonella bongori CFSAN000510	strain=CFSAN000510	na	latest	Complete Genome	Major	Full	2019-11-11	ASM964877v1	FDA Center for Food Safety and Applied Nutrition	GCF_009648775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/648/775/GCA_009648775.1_ASM964877v1	na	na	na	haploid	bacteria	4459434	4459434	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-11-04	4191	3972	118	na
GCA_000709535.1	PRJNA214181	SAMN03081475	na	na	1382510	54736	Salmonella bongori serovar 48:z41:-- str. RKS3044	strain=RKS3044	na	latest	Complete Genome	Major	Full	2014-06-17	ASM70953v1	Harbin Medical University	GCF_000709535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/709/535/GCA_000709535.1_ASM70953v1	na	na	na	haploid	bacteria	4394500	4394500	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2013-08-19	4121	3940	104	24928416
GCA_006113225.2	PRJNA230403	SAMN07152238	na	na	54736	54736	Salmonella bongori	strain=85-0051	na	latest	Complete Genome	Major	Full	2020-05-27	ASM611322v2	CDC	GCF_006113225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/113/225/GCA_006113225.2_ASM611322v2	na	na	na	haploid	bacteria	4487548	4487548	51.500000	1	1	1	na	na		0	0	0	na
GCA_900635485.1	PRJEB6403	SAMEA2612501	na	na	54736	54736	Salmonella bongori	strain=NCTC12419	na	latest	Complete Genome	Major	Full	2018-12-19	29751_D01	SC	GCF_900635485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/485/GCA_900635485.1_29751_D01	RefSeq annotation failed; many frameshifted proteins	assembly from type material	na	haploid	bacteria	4466174	4466174	51.500000	1	1	1	SC	Annotation submitted by SC	2018-12-19	6304	6196	108	na
GCA_000252995.1	PRJNA351	SAMEA3138409	na	reference genome	218493	54736	Salmonella bongori NCTC 12419	strain=NCTC 12419	na	latest	Complete Genome	Major	Full	2011-07-06	ASM25299v1	Sanger Institute	GCF_000252995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/252/995/GCA_000252995.1_ASM25299v1	na	assembly from type material	na	haploid	bacteria	4460105	4460105	51.500000	1	1	1	Sanger Institute	Annotation submitted by Sanger Institute	2015-03-01	3992	3864	44	21876672
