#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_000215745.1	PRJNA66537	SAMN02603581	na	na	1028307	548	Klebsiella aerogenes KCTC 2190	strain=KCTC 2190	na	latest	Complete Genome	Major	Full	2011-06-03	ASM21574v1	Macrogen Inc.	GCF_000215745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/745/GCA_000215745.1_ASM21574v1	na	assembly from type material	na	haploid	bacteria	5280350	5280350	55.000000	1	1	1	Macrogen Inc.	Annotation submitted by Macrogen Inc.	2014-01-31	5021	4912	109	22493190
GCA_000334515.1	PRJNA61107	SAMEA3138432	na	na	935296	548	Klebsiella aerogenes EA1509E	strain=EA1509E	na	latest	Complete Genome	Major	Full	2013-01-25	ASM33451v1	Unité de Recherche sur les Maladies Infectieuses et Tropicales Emergents (URMITE)	GCF_000334515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/334/515/GCA_000334515.1_ASM33451v1	na	na	na	haploid	bacteria	5591105	5591105	55.000000	3	3	3	Unité de Recherche sur les Maladies Infectieuses et Tropicales Emergents (URMITE)	Annotation submitted by Unité de Recherche sur les Maladies Infectieuses et Tropicales Emergents (URMITE)	2015-03-01	na	na	na	23071100
GCA_001021995.1	PRJNA246471	SAMN03733745	na	na	548	548	Klebsiella aerogenes	strain=CAV1320	na	latest	Complete Genome	Major	Full	2015-06-09	ASM102199v1	University of Oxford	GCF_001021995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/995/GCA_001021995.1_ASM102199v1	na	na	na	haploid	bacteria	5138968	5138968	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2015-06-02	4804	4646	119	na
GCA_001559215.2	PRJNA231221	SAMN03996296	na	na	548	548	Klebsiella aerogenes	strain=FDAARGOS_152	na	latest	Complete Genome	Major	Full	2018-02-05	ASM155921v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCF_001559215.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/215/GCA_001559215.2_ASM155921v2	na	na	na	haploid	bacteria	5317141	5317141	55.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-02-02	5265	4998	123	na
GCA_001571545.2	PRJNA279469	SAMN03448049	na	na	548	548	Klebsiella aerogenes	strain=G7	na	latest	Complete Genome	Major	Full	2016-03-11	ASM157154v2	IMI Translocation	GCF_001571545.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/545/GCA_001571545.2_ASM157154v2	na	na	na	haploid	bacteria	5626434	5626434	55.000000	2	2	2	IMI Translocation	Annotation submitted by IMI Translocation	2017-09-21	5515	5398	113	26398358
GCA_001593585.2	PRJNA231221	SAMN03996283	na	na	548	548	Klebsiella aerogenes	strain=FDAARGOS_139	na	latest	Complete Genome	Major	Full	2018-02-05	ASM159358v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCF_001593585.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/585/GCA_001593585.2_ASM159358v2	na	na	na	haploid	bacteria	5297800	5297800	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-02-02	5218	4955	122	na
GCA_002591115.1	PRJNA231221	SAMN07312407	na	na	548	548	Klebsiella aerogenes	strain=FDAARGOS_363	na	latest	Complete Genome	Major	Full	2017-10-18	ASM259111v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCF_002591115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/591/115/GCA_002591115.1_ASM259111v1	na	na	na	haploid	bacteria	5245455	5245455	55.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-11	5160	4892	126	na
GCA_002796405.1	PRJNA292901	SAMN04014859	na	na	548	548	Klebsiella aerogenes	strain=AR_0018	na	latest	Complete Genome	Major	Full	2017-11-27	ASM279640v1	Centers for Disease Control and Prevention	GCF_002796405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/796/405/GCA_002796405.1_ASM279640v1	na	na	na	haploid	bacteria	5087312	5087312	55.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-12	5023	4775	125	na
GCA_002796425.1	PRJNA292901	SAMN04014848	na	na	548	548	Klebsiella aerogenes	strain=AR_0007	na	latest	Complete Genome	Major	Full	2017-11-27	ASM279642v1	Centers for Disease Control and Prevention	GCF_002796425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/796/425/GCA_002796425.1_ASM279642v1	na	na	na	haploid	bacteria	5118619	5118619	55.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-09-21	5038	4758	120	na
GCA_002796525.1	PRJNA292901	SAMN04014850	na	na	548	548	Klebsiella aerogenes	strain=AR_0009	na	latest	Complete Genome	Major	Full	2017-11-27	ASM279652v1	Centers for Disease Control and Prevention	GCF_002796525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/796/525/GCA_002796525.1_ASM279652v1	na	na	na	haploid	bacteria	5332334	5332334	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-09-27	5273	5001	120	na
