#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_013733775.1	PRJNA605147	SAMN15148673	na	na	571	571	Klebsiella oxytoca	strain=RHBSTW-00651	na	latest	Complete Genome	Major	Full	2020-07-27	ASM1373377v1	The REHAB Consortium	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/733/775/GCA_013733775.1_ASM1373377v1	unverified source organism	na	na	haploid	bacteria	5996058	5996058	56.000000	8	8	8	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-18	5737	5526	116	34609275
GCA_003812925.1	PRJNA231221	SAMN10163176	na	na	571	571	Klebsiella oxytoca	strain=FDAARGOS_500	na	latest	Complete Genome	Major	Full	2018-11-21	ASM381292v1	US Food and Drug Administration	GCF_003812925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/925/GCA_003812925.1_ASM381292v1	na	na	na	haploid	bacteria	5879076	5879076	55.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-11-14	5608	5395	116	na
GCA_905333885.2	PRJEB42440	SAMEA8158457	na	na	571	571	Klebsiella oxytoca	na	36	latest	Complete Genome	Major	Full	2022-05-24	AI2918v1_cp	CNAG-CRG	GCF_905333885.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/333/885/GCA_905333885.2_AI2918v1_cp	na	na	na	haploid	bacteria	6192246	6192246	55.000000	7	7	7	CNAG-CRG	Annotation submitted by CNAG-CRG	2022-05-22	5835	5733	0	na
GCA_017310465.1	PRJNA672237	SAMN16561276	na	na	571	571	Klebsiella oxytoca	strain=IR5392	na	latest	Complete Genome	Major	Full	2021-03-09	ASM1731046v1	Chinese PLA General Hospital	GCF_017310465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/310/465/GCA_017310465.1_ASM1731046v1	na	na	na	haploid	bacteria	6366360	6366360	54.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-11-04	6042	5795	120	na
GCA_002906435.1	PRJNA430813	SAMN06040382	na	na	571	571	Klebsiella oxytoca	strain=KONIH5	na	latest	Complete Genome	Major	Full	2018-01-30	ASM290643v1	NIH	GCF_002906435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/435/GCA_002906435.1_ASM290643v1	unverified source organism	na	na	haploid	bacteria	6518214	6518214	55.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-01-22	6451	6099	120	na
GCA_044792955.1	PRJNA1024436	SAMN37691879	na	na	571	571	Klebsiella oxytoca	strain=E78938	na	latest	Complete Genome	Major	Full	2024-11-12	ASM4479295v1	University of Galway	GCF_044792955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/792/955/GCA_044792955.1_ASM4479295v1	na	na	na	haploid	bacteria	6252686	6252686	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-10-06	5877	5669	113	na
GCA_013784845.1	PRJNA605147	SAMN15148636	na	na	571	571	Klebsiella oxytoca	strain=RHBSTW-00493	na	latest	Complete Genome	Major	Full	2020-07-28	ASM1378484v1	The REHAB Consortium	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/784/845/GCA_013784845.1_ASM1378484v1	unverified source organism	na	na	haploid	bacteria	6384090	6384090	56.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-19	6089	5836	116	34609275
GCA_041462975.2	PRJNA288601	SAMN43321945	na	na	571	571	Klebsiella oxytoca	strain=2024CK-01266	na	latest	Complete Genome	Major	Full	2024-12-05	ASM4146297v2	Centers for Disease Control and Prevention.  Division of Healthcare Quality Promotion	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/462/975/GCA_041462975.2_ASM4146297v2	from large multi-isolate project	na	na	haploid	bacteria	6147263	6147263	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-11-13	5816	5604	116	na
GCA_002984395.1	PRJNA231221	SAMN06173348	na	na	571	571	Klebsiella oxytoca	strain=FDAARGOS_335	na	latest	Complete Genome	Major	Full	2018-03-09	ASM298439v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCF_002984395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/984/395/GCA_002984395.1_ASM298439v1	na	na	na	haploid	bacteria	6049823	6049823	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-03-02	5829	5555	119	na
GCA_016918825.1	PRJNA231221	SAMN16357478	JAFFQV000000000.1	na	571	571	Klebsiella oxytoca	strain=FDAARGOS_1336	na	latest	Complete Genome	Major	Full	2021-02-22	ASM1691882v1	US Food and Drug Administration	GCF_016918825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/918/825/GCA_016918825.1_ASM1691882v1	na	na	na	haploid	bacteria	6523461	6523461	54.500000	15	15	15	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-02-17	6156	5914	118	na
GCA_001548355.1	PRJDB4173	SAMD00039250	na	na	571	571	Klebsiella oxytoca	strain=JKo3	na	latest	Complete Genome	Major	Full	2015-09-15	ASM154835v1	The Jikei University School of Medicine	GCF_001548355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/355/GCA_001548355.1_ASM154835v1	unverified source organism	na	na	haploid	bacteria	6343376	6343376	55.500000	5	5	5	The Jikei University School of Medicine	Annotation submitted by The Jikei University School of Medicine	2015-09-15	6179	6070	109	na
GCA_042137955.1	PRJNA1158576	SAMN43543512	na	na	571	571	Klebsiella oxytoca	strain=3238	na	latest	Complete Genome	Major	Full	2024-09-22	sbm_k_oxy_1	Research Institute for Systems Biology and Medicine	GCF_042137955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/137/955/GCA_042137955.1_sbm_k_oxy_1	na	na	na	haploid	bacteria	6034545	6034545	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-09-13	5633	5405	114	na
GCA_021228715.1	PRJNA781656	SAMN23286055	na	na	571	571	Klebsiella oxytoca	strain=Kox26	na	latest	Complete Genome	Major	Full	2021-12-19	ASM2122871v1	Monash University	GCF_021228715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/228/715/GCA_021228715.1_ASM2122871v1	na	na	na	haploid	bacteria	6624848	6624848	54.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-12-13	6289	6014	116	na
GCA_002906415.1	PRJNA430813	SAMN03456001	na	na	571	571	Klebsiella oxytoca	strain=KONIH2	na	latest	Complete Genome	Major	Full	2018-01-30	ASM290641v1	NIH	GCF_002906415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/415/GCA_002906415.1_ASM290641v1	unverified source organism	na	na	haploid	bacteria	7173160	7173160	55.000000	8	8	8	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-01-22	7270	6842	119	na
GCA_905232445.2	PRJEB42440	SAMEA7962732	na	na	571	571	Klebsiella oxytoca	na	324	latest	Complete Genome	Major	Full	2022-05-22	AI2614v1_cp	CNAG-CRG	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/232/445/GCA_905232445.2_AI2614v1_cp	unverified source organism	na	na	haploid	bacteria	6468007	6468007	55.500000	6	6	6	CNAG-CRG	Annotation submitted by CNAG-CRG	2022-05-17	6080	5980	0	na
GCA_033860475.1	PRJNA1033641	SAMN38040189	na	na	571	571	Klebsiella oxytoca	strain=SRY435	na	latest	Complete Genome	Major	Full	2023-11-21	ASM3386047v1	Zhejiang Provincial People's Hospital	GCF_033860475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/860/475/GCA_033860475.1_ASM3386047v1	na	na	na	haploid	bacteria	6275319	6275319	55.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-11-13	5957	5733	119	na
GCA_003073975.1	PRJNA316321	SAMN07291523	na	na	571	571	Klebsiella oxytoca	strain=AR380	na	latest	Complete Genome	Major	Full	2018-04-30	ASM307397v1	FDA/CDC	GCF_003073975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/975/GCA_003073975.1_ASM307397v1	na	na	na	haploid	bacteria	6003751	6003751	55.000000	2	2	2	IGS, University of Maryland, Baltimore	Annotation submitted by IGS, University of Maryland, Baltimore	2018-06-01	5959	5849	110	na
