#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_000473275.1	PRJNA70669	SAMN02604282	na	na	1064551	28901	Salmonella enterica subsp. enterica serovar Thompson str. RM6836	strain=RM6836	na	latest	Complete Genome	Major	Full	2013-09-30	ASM47327v1	USDA-ARS-WRRC-PSM	GCF_000473275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/275/GCA_000473275.1_ASM47327v1	na	na	na	haploid	bacteria	4707648	4707648	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2013-09-03	4482	4357	101	24233585
GCA_000486365.2	PRJNA61153	SAMN01823736	na	na	935705	28901	Salmonella enterica subsp. enterica serovar Thompson str. ATCC 8391	strain=ATCC 8391	CFSAN000736	latest	Complete Genome	Major	Full	2015-05-11	ASM48636v2	FDA	GCF_000486365.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/365/GCA_000486365.2_ASM48636v2	na	na	na	haploid	bacteria	4690430	4690430	52.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2015-05-04	4499	4345	110	24158624
GCA_001305815.1	PRJNA292003	SAMN03959817	na	na	600	28901	Salmonella enterica subsp. enterica serovar Thompson	strain=RM1984	na	latest	Complete Genome	Major	Full	2015-10-02	ASM130581v1	USDA ARS	GCF_001305815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/815/GCA_001305815.1_ASM130581v1	na	na	na	haploid	bacteria	4708710	4708710	52.000000	1	1	1	USDA ARS	Annotation submitted by USDA ARS	2015-11-24	4523	4372	114	26586897
GCA_001305835.1	PRJNA292007	SAMN03959818	na	na	600	28901	Salmonella enterica subsp. enterica serovar Thompson	strain=RM1986	na	latest	Complete Genome	Major	Full	2015-10-02	ASM130583v1	USDA ARS	GCF_001305835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/835/GCA_001305835.1_ASM130583v1	na	na	na	haploid	bacteria	4701355	4701355	52.000000	1	1	1	USDA ARS	Annotation submitted by USDA ARS	2015-10-02	4516	4368	109	26586897
GCA_001953015.1	PRJNA186035	SAMN06192066	na	na	600	28901	Salmonella enterica subsp. enterica serovar Thompson	strain=CFSAN000738	na	latest	Complete Genome	Major	Full	2017-01-17	ASM195301v1	Center for Food Safety and Applied Nutrition	GCF_001953015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/015/GCA_001953015.1_ASM195301v1	na	na	na	haploid	bacteria	4710704	4710704	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-01-10	4714	4454	119	na
GCA_003052785.2	PRJNA449415	SAMN08903186	na	na	600	28901	Salmonella enterica subsp. enterica serovar Thompson	strain=HFCDC-SM-846	na	latest	Complete Genome	Major	Full	2018-05-14	ASM305278v2	no	GCF_003052785.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/052/785/GCA_003052785.2_ASM305278v2	na	na	na	haploid	bacteria	4907915	4907915	52.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-05-16	5053	4771	120	na
GCA_003902395.2	PRJNA313928	SAMN10261268	na	na	600	28901	Salmonella enterica subsp. enterica serovar Thompson	strain=7	CFSAN047352	latest	Complete Genome	Major	Full	2019-06-03	ASM390239v2	FDA	GCF_003902395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/902/395/GCA_003902395.2_ASM390239v2	na	na	na	haploid	bacteria	4709901	4709901	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-05-28	4575	4374	118	na
GCA_006516995.1	PRJNA547698	SAMN11979405	na	na	600	28901	Salmonella enterica subsp. enterica serovar Thompson	strain=SH11G0791	na	latest	Complete Genome	Major	Full	2019-06-30	ASM651699v1	Shanghai Jiao Tong University	GCF_006516995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/516/995/GCA_006516995.1_ASM651699v1	na	na	na	haploid	bacteria	4909235	4909235	52.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-06-24	4862	4633	121	na
GCA_018338475.1	PRJNA186035	SAMN01823736	na	na	935705	28901	Salmonella enterica subsp. enterica serovar Thompson str. ATCC 8391	strain=ATCC 8391	na	latest	Complete Genome	Major	Full	2021-05-11	ASM1833847v1	Center for Food Safety and Applied Nutrition	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/338/475/GCA_018338475.1_ASM1833847v1	from large multi-isolate project	na	na	haploid	bacteria	4691274	4691274	52.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-03	4494	4291	119	na
GCA_024266405.1	PRJNA478278	SAMN29431226	na	na	600	28901	Salmonella enterica subsp. enterica serovar Thompson	strain=R18.0872	na	latest	Complete Genome	Major	Full	2022-07-14	ASM2426640v1	Centers for Disease Control, Taiwan	GCF_024266405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/266/405/GCA_024266405.1_ASM2426640v1	na	na	na	haploid	bacteria	5057910	5057910	52.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-07-07	4990	4737	122	na
