#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_004804375.1	PRJNA531146	SAMN11349924	na	na	881260	881260	Enterobacter bugandensis	strain=220	na	latest	Complete Genome	Major	Full	2019-04-23	ASM480437v1	Justus-Liebig University	GCF_004804375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/804/375/GCA_004804375.1_ASM480437v1	na	na	na	haploid	bacteria	4917759	4917759	56.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-04-18	4804	4587	115	na
GCA_004804395.1	PRJNA531146	SAMN11349925	na	na	881260	881260	Enterobacter bugandensis	strain=1367	na	latest	Complete Genome	Major	Full	2019-04-23	ASM480439v1	Justus-Liebig University	GCF_004804395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/804/395/GCA_004804395.1_ASM480439v1	na	na	na	haploid	bacteria	4750456	4750456	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-04-18	4588	4402	117	na
GCA_015137655.1	PRJDB9036	SAMD00195975	na	na	881260	881260	Enterobacter bugandensis	strain=STN0717-56	na	latest	Complete Genome	Major	Full	2020-10-08	ASM1513765v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_015137655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/137/655/GCA_015137655.1_ASM1513765v1	na	na	na	haploid	bacteria	4635750	4635750	56.000000	1	1	1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	2020-10-08	4339	4233	106	na
GCA_019046905.1	PRJNA231221	SAMN16357569	na	na	881260	881260	Enterobacter bugandensis	strain=FDAARGOS 1427	na	latest	Complete Genome	Major	Full	2021-06-28	ASM1904690v1	US Food and Drug Administration	GCF_019046905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/046/905/GCA_019046905.1_ASM1904690v1	na	assembly from type material	na	haploid	bacteria	5037689	5037689	55.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-06-21	4818	4639	116	na
GCA_020042625.1	PRJNA761942	SAMN21366797	na	na	881260	881260	Enterobacter bugandensis	strain=XL95	na	latest	Complete Genome	Major	Full	2021-09-20	ASM2004262v1	Nanjing Agricultural University	GCF_020042625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/042/625/GCA_020042625.1_ASM2004262v1	na	na	na	haploid	bacteria	4734039	4734039	56.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-14	4479	4330	117	na
GCA_020097235.1	PRJNA231221	SAMN21218876	na	na	881260	881260	Enterobacter bugandensis	strain=FDAARGOS_1520	na	latest	Complete Genome	Major	Full	2021-09-23	ASM2009723v1	US Food and Drug Administration	GCF_020097235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/097/235/GCA_020097235.1_ASM2009723v1	na	na	na	haploid	bacteria	5022873	5022873	55.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-16	4820	4639	116	na
GCA_020099235.1	PRJNA231221	SAMN21218853	na	na	881260	881260	Enterobacter bugandensis	strain=FDAARGOS_1497	na	latest	Complete Genome	Major	Full	2021-09-23	ASM2009923v1	US Food and Drug Administration	GCF_020099235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/099/235/GCA_020099235.1_ASM2009923v1	na	na	na	haploid	bacteria	5022873	5022873	55.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-16	4812	4632	116	na
GCA_020099255.1	PRJNA231221	SAMN21218852	na	na	881260	881260	Enterobacter bugandensis	strain=FDAARGOS_1496	na	latest	Complete Genome	Major	Full	2021-09-23	ASM2009925v1	US Food and Drug Administration	GCF_020099255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/099/255/GCA_020099255.1_ASM2009925v1	na	na	na	haploid	bacteria	5022873	5022873	55.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-16	4815	4634	116	na
GCA_023374275.1	PRJNA833245	SAMN27966081	na	na	881260	881260	Enterobacter bugandensis	strain=CMCC(B)45301	na	latest	Complete Genome	Major	Full	2022-05-16	ASM2337427v1	Shenyang Agricultural University	GCF_023374275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/374/275/GCA_023374275.1_ASM2337427v1	na	na	na	haploid	bacteria	4713163	4713163	56.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-05-11	4499	4338	113	na
GCA_031216605.1	PRJNA901438	SAMN31713467	na	na	881260	881260	Enterobacter bugandensis	strain=E105227	na	latest	Complete Genome	Major	Full	2023-09-06	ASM3121660v1	Queen's University Belfast (WWIEM)	GCF_031216605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/216/605/GCA_031216605.1_ASM3121660v1	na	na	na	haploid	bacteria	5348661	5348661	55.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-11-15	5151	4903	117	na
