#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_049942795.1	PRJNA258403	SAMN09426156	na	na	413503	413503	Cronobacter malonaticus	strain=MOD1_2193-01	na	latest	Complete Genome	Major	Full	2025-04-27	2193-01	FDA, CFSAN	GCF_049942795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/795/GCA_049942795.1_2193-01	na	na	na	haploid	bacteria	4530716	4530716	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-04-21	4284	4093	120	na
GCA_045257745.1	PRJNA1155877	SAMN43472943	na	na	413503	413503	Cronobacter malonaticus	strain=NWU01	na	latest	Complete Genome	Major	Full	2024-11-24	ASM4525774v1	College of Life Science, Northwest University	GCF_045257745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/257/745/GCA_045257745.1_ASM4525774v1	na	na	na	haploid	bacteria	4463368	4463368	57.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-11-18	4285	4103	118	na
GCA_032854045.1	PRJNA1027505	SAMN37799155	na	na	413503	413503	Cronobacter malonaticus	strain=B11	na	latest	Complete Genome	Major	Full	2023-10-19	ASM3285404v1	Wuhan Polytechnic University	GCF_032854045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/854/045/GCA_032854045.1_ASM3285404v1	na	na	na	haploid	bacteria	4420313	4420313	57.000000	2	2	2	na	na		0	0	0	na
GCA_000504545.1	PRJNA217377	SAMN02641531	na	na	413503	413503	Cronobacter malonaticus	strain=CMCC45402	na	latest	Complete Genome	Major	Full	2013-12-09	ASM50454v1	the National Institutes for food and drug Control,China	GCF_000504545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/545/GCA_000504545.1_ASM50454v1	na	na	na	haploid	bacteria	4559945	4559945	57.000000	3	3	3	the National Institutes for food and drug Control,China	Annotation submitted by the National Institutes for food and drug Control,China	2016-09-30	4417	4313	104	24435860
GCA_041222875.1	PRJNA1128737	SAMN42101082	na	na	1159491	413503	Cronobacter malonaticus LMG 23826	strain=LMG 23826	na	latest	Complete Genome	Major	Full	2024-08-12	ASM4122287v1	Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	GCF_041222875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/222/875/GCA_041222875.1_ASM4122287v1	na	assembly from type material	na	haploid	bacteria	4471312	4471312	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-08-05	4315	3976	121	na
GCA_001277215.2	PRJNA291037	SAMN03938716	na	reference genome	1159491	413503	Cronobacter malonaticus LMG 23826	strain=LMG 23826	na	latest	Complete Genome	Major	Full	2016-01-13	ASM127721v2	Nestle Institute of Health Sciences	GCF_001277215.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/215/GCA_001277215.2_ASM127721v2	na	assembly from type material	na	haploid	bacteria	4473761	4473761	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-01-12	4170	4000	122	27013041
GCA_035658535.1	PRJNA1055437	SAMN39048406	na	na	413503	413503	Cronobacter malonaticus	strain=Dcc0527	na	latest	Complete Genome	Major	Full	2024-01-15	ASM3565853v1	Sichuan Agricultural University	GCF_035658535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/658/535/GCA_035658535.1_ASM3565853v1	na	na	na	haploid	bacteria	4645749	4645749	57.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-08	4430	4264	118	na
GCA_015354035.2	PRJNA258403	SAMN14669729	na	na	413503	413503	Cronobacter malonaticus	strain=MOD1_GK962	na	latest	Complete Genome	Major	Full	2025-04-30	GK962	FDA, CFSAN	GCF_015354035.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/354/035/GCA_015354035.2_GK962	na	na	na	haploid	bacteria	4488264	4488264	57.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-04-21	4216	4053	119	na
GCA_041222925.1	PRJNA1128737	SAMN42101083	na	na	413503	413503	Cronobacter malonaticus	strain=2004-29-02	na	latest	Complete Genome	Major	Full	2024-08-12	ASM4122292v1	Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	GCF_041222925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/222/925/GCA_041222925.1_ASM4122292v1	na	na	na	haploid	bacteria	4500765	4500765	57.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-08-05	4339	4113	124	na
GCA_041222915.1	PRJNA1128737	SAMN42101084	na	na	413503	413503	Cronobacter malonaticus	strain=2008-02-01	na	latest	Complete Genome	Major	Full	2024-08-12	ASM4122291v1	Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	GCF_041222915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/222/915/GCA_041222915.1_ASM4122291v1	na	na	na	haploid	bacteria	4601927	4601927	57.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-08-05	4371	4152	121	na
GCA_030026815.2	PRJNA258403	SAMN34999850	na	na	413503	413503	Cronobacter malonaticus	strain=MOD1-E265	na	latest	Complete Genome	Major	Full	2025-04-30	E265	FDA, CFSAN	GCF_030026815.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/026/815/GCA_030026815.2_E265	na	na	na	haploid	bacteria	4381080	4381080	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-04-21	4142	3988	114	na
GCA_040276445.1	PRJNA1124275	SAMN41847755	na	na	413503	413503	Cronobacter malonaticus	strain=B20	na	latest	Complete Genome	Major	Full	2024-06-24	ASM4027644v1	Wuhan Polytechnic University	GCF_040276445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/276/445/GCA_040276445.1_ASM4027644v1	na	na	na	haploid	bacteria	4393302	4393302	57.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-06-18	4129	3963	117	na
GCA_030126265.2	PRJNA258403	SAMN35038501	na	na	413503	413503	Cronobacter malonaticus	strain=MOD1-CQ62	na	latest	Complete Genome	Major	Full	2025-04-30	CQ62	FDA, CFSAN	GCF_030126265.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/126/265/GCA_030126265.2_CQ62	na	na	na	haploid	bacteria	4631124	4631124	56.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-04-21	4406	4214	117	na
