#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_000016045.1	PRJNA18747	SAMN02604062	na	na	423368	28901	Salmonella enterica subsp. enterica serovar Newport str. SL254	strain=SL254	na	latest	Complete Genome	Major	Full	2008-07-24	ASM1604v1	TIGR	GCF_000016045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/045/GCA_000016045.1_ASM1604v1	na	na	na	haploid	bacteria	5007719	5007719	52.000000	3	3	3	TIGR	Annotation submitted by TIGR	2016-07-26	5115	4805	155	17375195;21602358
GCA_000271885.2	PRJNA60529	SAMN05172397	na	na	930778	28901	Salmonella enterica subsp. enterica serovar Newport str. Levine 1	strain=Levine 1	na	latest	Complete Genome	Major	Full	2016-12-06	ASM27188v2	FDA	GCF_000271885.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/885/GCA_000271885.2_ASM27188v2	na	na	na	haploid	bacteria	4841916	4841916	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-06-01	4710	4495	128	na
GCA_000271905.2	PRJNA60531	SAMN05172398	na	na	930779	28901	Salmonella enterica subsp. enterica serovar Newport str. Levine 15	strain=Levine 15	na	latest	Complete Genome	Major	Full	2016-12-06	ASM27190v2	FDA	GCF_000271905.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/905/GCA_000271905.2_ASM27190v2	na	na	na	haploid	bacteria	4883715	4883715	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-06-01	4755	4563	126	na
GCA_000272535.3	PRJNA186035	SAMN01813479	na	na	789646	28901	Salmonella enterica subsp. enterica serovar Newport str. CVM 35188	strain=CVM 35188	na	latest	Complete Genome	Major	Full	2025-04-04	ASM27253v3	Center for Food Safety and Applied Nutrition	GCF_000272535.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/535/GCA_000272535.3_ASM27253v3	na	na	na	haploid	bacteria	4759223	4759223	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-03-31	4603	4341	121	na
GCA_000272715.4	PRJNA49631	SAMN01765627	na	na	796733	28901	Salmonella enterica subsp. enterica serovar Newport str. CVM 21550	strain=CVM 21550	na	latest	Complete Genome	Major	Full	2015-03-12	ASM27271v4	FDA	GCF_000272715.4	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/715/GCA_000272715.4_ASM27271v4	na	na	na	haploid	bacteria	4978519	4978519	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2014-06-11	4706	4577	114	25720681
GCA_000272735.4	PRJNA49635	SAMN01805325	na	na	796732	28901	Salmonella enterica subsp. enterica serovar Newport str. CVM 22513	strain=CVM 22513	na	latest	Complete Genome	Major	Full	2015-03-12	ASM27273v4	FDA	GCF_000272735.4	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/735/GCA_000272735.4_ASM27273v4	na	na	na	haploid	bacteria	4951115	4951115	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2014-06-11	4672	4508	114	25720681
GCA_000272755.4	PRJNA49637	SAMN01765628	na	na	796731	28901	Salmonella enterica subsp. enterica serovar Newport str. CVM 21538	strain=CVM 21538	na	latest	Complete Genome	Major	Full	2015-03-12	ASM27275v4	FDA	GCF_000272755.4	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/755/GCA_000272755.4_ASM27275v4	na	na	na	haploid	bacteria	4875940	4875940	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2014-05-13	4592	4368	114	25720681
GCA_000272775.4	PRJNA49639	SAMN01813481	na	na	796730	28901	Salmonella enterica subsp. enterica serovar Newport str. CVM 22425	strain=CVM 22425	na	latest	Complete Genome	Major	Full	2015-03-12	ASM27277v4	FDA	GCF_000272775.4	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/775/GCA_000272775.4_ASM27277v4	na	na	na	haploid	bacteria	4991133	4991133	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2014-06-11	4728	4552	116	25720681
GCA_000272795.2	PRJNA49977	SAMN01813483	na	na	858308	28901	Salmonella enterica subsp. enterica serovar Newport str. CVM 21554	strain=CVM 21554	na	latest	Complete Genome	Major	Full	2014-10-14	ASM27279v2	FDA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/795/GCA_000272795.2_ASM27279v2	annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	4726694	4726694	52.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2014-05-13	4427	2783	112	25720681
GCA_000272815.2	PRJNA49973	SAMN01816117	na	na	858306	28901	Salmonella enterica subsp. enterica serovar Newport str. CVM N18486	strain=CVM N18486	na	latest	Complete Genome	Major	Full	2014-10-14	ASM27281v2	FDA	GCF_000272815.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/815/GCA_000272815.2_ASM27281v2	na	na	na	haploid	bacteria	4755838	4755838	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2014-05-13	4437	4310	112	25720681
GCA_000272835.5	PRJNA49975	SAMN01816118	na	na	858307	28901	Salmonella enterica subsp. enterica serovar Newport str. CVM N1543	strain=CVM N1543	CFSAN000926	latest	Complete Genome	Major	Full	2024-04-12	ASM27283v5	FDA	GCF_000272835.5	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/835/GCA_000272835.5_ASM27283v5	na	na	na	haploid	bacteria	5005248	5005248	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-05	4920	4670	123	25720681
GCA_000272895.3	PRJNA49971	SAMN01813482	na	na	858305	28901	Salmonella enterica subsp. enterica serovar Newport str. CVM 22462	strain=CVM 22462	na	latest	Complete Genome	Major	Full	2015-01-07	ASM27289v3	FDA	GCF_000272895.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/895/GCA_000272895.3_ASM27289v3	na	na	na	haploid	bacteria	5121199	5121199	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2014-05-13	4883	4747	116	25720681
GCA_000442415.1	PRJNA51643	SAMN02297856	na	na	877468	28901	Salmonella enterica subsp. enterica serovar Newport str. USMARC-S3124.1	strain=USMARC-S3124.1	na	latest	Complete Genome	Major	Full	2013-07-31	ASM44241v1	USMARC-ARS-USDA	GCF_000442415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/415/GCA_000442415.1_ASM44241v1	na	na	na	haploid	bacteria	4915960	4915960	52.000000	1	1	1	USMARC-ARS-USDA	Annotation submitted by USMARC-ARS-USDA	2021-06-30	4937	4828	109	na
