#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_017798285.1	PRJNA681064	SAMN16931446	na	na	1134687	1134687	Klebsiella michiganensis	strain=LDS17	na	latest	Complete Genome	Major	Full	2021-04-06	ASM1779828v1	Changzhi University	GCF_017798285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/798/285/GCA_017798285.1_ASM1779828v1	na	na	na	haploid	bacteria	5791694	5791694	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-11-30	5404	5198	117	na
GCA_018604105.1	PRJNA702614	SAMN19186367	na	na	1134687	1134687	Klebsiella michiganensis	strain=JNQH491	na	latest	Complete Genome	Major	Full	2021-06-01	ASM1860410v1	The First Affiliated Hospital of Shandong First Medical University	GCF_018604105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/604/105/GCA_018604105.1_ASM1860410v1	na	na	na	haploid	bacteria	6552775	6552775	55.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-26	6229	5985	118	na
GCA_050921915.1	PRJNA907198	SAMN31956146	na	na	1134687	1134687	Klebsiella michiganensis	strain=GYRY158	na	latest	Complete Genome	Major	Full	2025-06-16	ASM5092191v1	Jiangsu Key Laboratory of Zoonosis, Yangzhou University	GCF_050921915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/921/915/GCA_050921915.1_ASM5092191v1	na	na	na	haploid	bacteria	6600419	6600419	55.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-12-05	6371	6099	115	na
GCA_024396595.1	PRJNA809128	SAMN26148623	na	na	1134687	1134687	Klebsiella michiganensis	strain=HOBD-7	na	latest	Complete Genome	Major	Full	2022-07-25	ASM2439659v1	NANKAI UNIVERSITY	GCF_024396595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/396/595/GCA_024396595.1_ASM2439659v1	na	na	na	haploid	bacteria	5942783	5942783	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-03-02	5555	5362	118	na
GCA_015999385.1	PRJNA681062	SAMN16931445	na	na	1134687	1134687	Klebsiella michiganensis	strain=7525	na	latest	Complete Genome	Major	Full	2020-12-13	ASM1599938v1	Zhejiang Provincial People's Hospital	GCF_015999385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/999/385/GCA_015999385.1_ASM1599938v1	na	na	na	haploid	bacteria	6244801	6244801	55.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-12-03	5984	5743	120	na
GCA_020695625.1	PRJNA772913	SAMN22377421	na	na	1134687	1134687	Klebsiella michiganensis	strain=53828CZ	na	latest	Complete Genome	Major	Full	2021-11-01	ASM2069562v1	Charles University in Prague	GCF_020695625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/695/625/GCA_020695625.1_ASM2069562v1	na	na	na	haploid	bacteria	6455282	6455282	55.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-10-22	6164	5917	119	36687644
GCA_000240325.1	PRJNA65523	SAMN02603580	na	na	1006551	1134687	Klebsiella michiganensis KCTC 1686	strain=KCTC 1686	na	latest	Complete Genome	Major	Full	2011-12-29	ASM24032v1	Macrogen Inc.	GCF_000240325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/325/GCA_000240325.1_ASM24032v1	na	na	na	haploid	bacteria	5974109	5974109	56.000000	1	1	1	Macrogen Inc.	Annotation submitted by Macrogen Inc.	2017-03-22	5598	5488	110	22493189
GCA_030291695.1	PRJNA981489	SAMN35676417	na	na	1134687	1134687	Klebsiella michiganensis	strain=ELP1.34B	na	latest	Complete Genome	Major	Full	2023-06-20	ASM3029169v1	The Independent Schools Foundation Academy	GCF_030291695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/291/695/GCA_030291695.1_ASM3029169v1	na	na	na	haploid	bacteria	5945846	5945846	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-12	5536	5355	115	na
GCA_002290285.1	PRJNA393093	SAMN07551913	na	na	1134687	1134687	Klebsiella michiganensis	strain=K518	na	latest	Complete Genome	Major	Full	2017-09-12	ASM229028v1	State Key Laboratory for Diagnosis and Treatment of Infectious Disease	GCF_002290285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/290/285/GCA_002290285.1_ASM229028v1	na	na	na	haploid	bacteria	6418567	6418567	56.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-09-05	6377	5956	121	na
GCA_029718685.1	PRJNA605147	SAMN15488569	na	na	1134687	1134687	Klebsiella michiganensis	strain=RHB20-SO-C01	na	latest	Complete Genome	Major	Full	2023-04-13	ASM2971868v1	The REHAB Consortium	GCF_029718685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/718/685/GCA_029718685.1_ASM2971868v1	na	na	na	haploid	bacteria	6236453	6236453	55.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-15	5889	5662	115	na
GCA_016616645.1	PRJNA668866	SAMN16425386	na	na	1134687	1134687	Klebsiella michiganensis	strain=B106	na	latest	Complete Genome	Major	Full	2021-01-12	ASM1661664v1	Zhujiang Hospital, Southern Medical University	GCF_016616645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/616/645/GCA_016616645.1_ASM1661664v1	unverified source organism	na	na	haploid	bacteria	6466118	6466118	55.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-01-06	6147	5886	124	na
GCA_963677145.1	PRJEB69759	SAMEA114407668	na	na	1134687	1134687	Klebsiella michiganensis	na	ec69af40-a6db-431b-b5c7-251e33003800	latest	Complete Genome	Major	Full	2023-11-18	piPlaSpea1.Klebsiella_michiganensis_1.1	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/677/145/GCA_963677145.1_piPlaSpea1.Klebsiella_michiganensis_1.1	derived from metagenome	na	na	haploid	bacteria	6274967	6274967	54.500000	1	1	1	na	na		0	0	0	na
GCA_017639895.1	PRJNA716129	SAMN18395722	na	na	1134687	1134687	Klebsiella michiganensis	strain=12084	na	latest	Complete Genome	Major	Full	2021-03-30	ASM1763989v1	Beijing Institute of Genomics Chinese Academy of Sciences	GCF_017639895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/639/895/GCA_017639895.1_ASM1763989v1	na	na	na	haploid	bacteria	6248475	6248475	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-03-24	5888	5649	119	na
GCA_026967695.1	PRJNA288601	SAMN31152638	na	na	1134687	1134687	Klebsiella michiganensis	strain=2022CK-00497	na	latest	Complete Genome	Major	Full	2022-12-18	ASM2696769v1	Centers for Disease Control and Prevention. Division of Healthcare Quality Promotion	GCF_026967695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/967/695/GCA_026967695.1_ASM2696769v1	na	na	na	haploid	bacteria	6181076	6181076	55.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-12-12	5850	5611	116	na
GCA_041283405.1	PRJNA812595	SAMN30655644	na	na	1134687	1134687	Klebsiella michiganensis	strain=2022CK-00479	na	latest	Complete Genome	Major	Full	2024-08-14	ASM4128340v1	Utah Public Health Laboratory, Utah Public Health Laboratory Infectious Disease submission group	GCF_041283405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/283/405/GCA_041283405.1_ASM4128340v1	na	na	na	haploid	bacteria	6119233	6119233	56.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-08-06	5807	5570	119	na
GCA_021391575.1	PRJNA791461	SAMN24290086	na	na	1134687	1134687	Klebsiella michiganensis	strain=KM41	na	latest	Complete Genome	Major	Full	2022-01-09	ASM2139157v1	Lishui Hospital of Zhejiang University	GCF_021391575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/391/575/GCA_021391575.1_ASM2139157v1	na	na	na	haploid	bacteria	6505209	6505209	55.000000	3	3	3	na	na		0	0	0	na
GCA_013636415.1	PRJNA605147	SAMN15148174	na	na	1134687	1134687	Klebsiella michiganensis	strain=RHB20-C02	na	latest	Complete Genome	Major	Full	2020-07-24	ASM1363641v1	The REHAB Consortium	GCF_013636415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/636/415/GCA_013636415.1_ASM1363641v1	na	na	na	haploid	bacteria	6236062	6236062	55.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-19	5876	5660	115	34609275
GCA_000724525.1	PRJNA253752	SAMN02887315	na	na	1134687	1134687	Klebsiella michiganensis	strain=M1	na	latest	Complete Genome	Major	Full	2014-07-09	ASM72452v1	Macrogen Inc.	GCF_000724525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/724/525/GCA_000724525.1_ASM72452v1	na	na	na	haploid	bacteria	6311385	6311385	56.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2014-06-30	5837	5634	114	na
GCA_014050515.2	PRJNA562720	SAMN12648330	na	na	1134687	1134687	Klebsiella michiganensis	strain=PS_Koxy4	na	latest	Complete Genome	Major	Full	2022-12-22	ASM1405051v2	Nottingham Trent University	GCF_014050515.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/050/515/GCA_014050515.2_ASM1405051v2	na	na	na	haploid	bacteria	6406207	6406207	55.500000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-12-06	6144	5884	116	34142942
GCA_000632415.1	PRJNA194061	SAMN03081460	na	na	1308980	1134687	Klebsiella michiganensis HKOPL1	strain=HKOPL1	na	latest	Complete Genome	Major	Full	2014-04-15	ASM63241v1	Bioinformatics Center,Nanjing Agricultural University	GCF_000632415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/415/GCA_000632415.1_ASM63241v1	na	na	na	haploid	bacteria	5914407	5914407	56.000000	1	1	1	Bioinformatics Center,Nanjing Agricultural University	Annotation submitted by Bioinformatics Center,Nanjing Agricultural University	2016-12-20	5501	5389	112	na
