#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_000806805.2	PRJNA186035	SAMN03079723	na	na	595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=CFSAN024778	na	latest	Complete Genome	Major	Full	2021-05-11	ASM80680v2	Center for Food Safety and Applied Nutrition	GCF_000806805.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/806/805/GCA_000806805.2_ASM80680v2	na	na	na	haploid	bacteria	4713725	4713725	52.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-03	4544	4350	123	na
GCA_000807005.2	PRJNA186035	SAMN03079726	na	na	595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=CFSAN024781	na	latest	Complete Genome	Major	Full	2021-05-11	ASM80700v2	Center for Food Safety and Applied Nutrition	GCF_000807005.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/005/GCA_000807005.2_ASM80700v2	na	na	na	haploid	bacteria	4705145	4705145	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-03	4528	4331	123	na
GCA_000953495.1	PRJEB7580	SAMEA3106395	na	na	595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=1326/28	na	latest	Complete Genome	Major	Full	2014-12-16	SINFA	SC	GCF_000953495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/495/GCA_000953495.1_SINFA	na	na	na	haploid	bacteria	4710675	4710675	52.500000	1	1	1	SC	Annotation submitted by SC	2015-03-18	4777	4671	106	25676749
GCA_001931555.1	PRJNA292666	SAMN04285042	na	na	595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=FSIS1502169	na	latest	Complete Genome	Major	Full	2017-01-04	ASM193155v1	FDA	GCF_001931555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/555/GCA_001931555.1_ASM193155v1	na	na	na	haploid	bacteria	5050248	5050248	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-07-01	4890	4674	124	na
GCA_001931575.1	PRJNA292666	SAMN04364590	na	na	595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=FSIS1502916	na	latest	Complete Genome	Major	Full	2017-01-04	ASM193157v1	FDA	GCF_001931575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/575/GCA_001931575.1_ASM193157v1	na	na	na	haploid	bacteria	5050625	5050625	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-07-12	4892	4678	124	na
GCA_001931595.1	PRJNA292661	SAMN03988471	na	na	595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=N55391	na	latest	Complete Genome	Major	Full	2017-01-04	ASM193159v1	FDA	GCF_001931595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/595/GCA_001931595.1_ASM193159v1	na	na	na	haploid	bacteria	5043928	5043928	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-07-01	4883	4673	124	na
GCA_001931615.1	PRJNA242614	SAMN05255999	na	na	595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=CVM44454	2014am-3028	latest	Complete Genome	Major	Full	2017-01-04	ASM193161v1	FDA	GCF_001931615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/615/GCA_001931615.1_ASM193161v1	na	na	na	haploid	bacteria	5043245	5043245	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-07-01	4879	4672	124	na
GCA_002863785.1	PRJNA186035	SAMN03463818	na	na	595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=CFSAN003307	na	latest	Complete Genome	Major	Full	2018-01-05	ASM286378v1	Center for Food Safety and Applied Nutrition	GCF_002863785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/863/785/GCA_002863785.1_ASM286378v1	na	na	na	haploid	bacteria	4716126	4716126	52.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-01-10	4748	4503	119	na
GCA_004185015.2	PRJNA248792	SAMN09475863	na	na	595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=557658	na	latest	Complete Genome	Major	Full	2022-12-15	ASM418501v2	Public Health England	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/185/015/GCA_004185015.2_ASM418501v2	from large multi-isolate project	na	na	haploid	bacteria	5014929	5014929	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-12-07	4874	4589	119	na
GCA_004282055.2	PRJNA292661	SAMN10133076	na	na	595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=CVM N17S1592	na	latest	Complete Genome	Major	Full	2021-09-09	ASM428205v2	FDA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/282/055/GCA_004282055.2_ASM428205v2	from large multi-isolate project	na	na	haploid	bacteria	5021201	5021201	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-01	4871	4608	119	34867920
