#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_029717905.1	PRJNA605147	SAMN15488490	na	na	1499973	1499973	Escherichia marmotae	strain=RHB02-E4-C07	na	latest	Complete Genome	Major	Full	2023-04-13	ASM2971790v1	The REHAB Consortium	GCF_029717905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/717/905/GCA_029717905.1_ASM2971790v1	na	na	na	haploid	bacteria	4780041	4780041	50.500000	7	7	7	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-15	4593	4335	118	na
GCA_013732895.1	PRJNA605147	SAMN15148701	na	na	1499973	1499973	Escherichia marmotae	strain=RHBSTW-00814	na	latest	Complete Genome	Major	Full	2020-07-27	ASM1373289v1	The REHAB Consortium	GCF_013732895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/732/895/GCA_013732895.1_ASM1373289v1	na	na	na	haploid	bacteria	5083937	5083937	50.500000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-18	4962	4705	114	34609275
GCA_900637015.1	PRJEB6403	SAMEA4557829	na	na	1499973	1499973	Escherichia marmotae	strain=NCTC11133	na	latest	Complete Genome	Major	Full	2018-12-20	46514_C01	SC	GCF_900637015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/015/GCA_900637015.1_46514_C01	na	na	na	haploid	bacteria	4450344	4450344	50.500000	1	1	1	SC	Annotation submitted by SC	2020-08-06	4139	4029	110	na
GCA_013745515.1	PRJNA605147	SAMN15148693	na	na	1499973	1499973	Escherichia marmotae	strain=RHBSTW-00777	na	latest	Complete Genome	Major	Full	2020-07-27	ASM1374551v1	The REHAB Consortium	GCF_013745515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/745/515/GCA_013745515.1_ASM1374551v1	na	na	na	haploid	bacteria	4887958	4887958	50.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-18	4757	4559	119	34609275
GCA_013636235.1	PRJNA605147	SAMN15148229	na	na	1499973	1499973	Escherichia marmotae	strain=RHB24-C12	na	latest	Complete Genome	Major	Full	2020-07-24	ASM1363623v1	The REHAB Consortium	GCF_013636235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/636/235/GCA_013636235.1_ASM1363623v1	na	na	na	haploid	bacteria	4981845	4981845	50.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-19	4819	4578	115	34609275
GCA_029719265.1	PRJNA605147	SAMN15488618	na	na	1499973	1499973	Escherichia marmotae	strain=RHB35-E2-C08	na	latest	Complete Genome	Major	Full	2023-04-13	ASM2971926v1	The REHAB Consortium	GCF_029719265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/719/265/GCA_029719265.1_ASM2971926v1	na	na	na	haploid	bacteria	5075061	5075061	50.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-15	4936	4681	114	na
GCA_049959075.1	PRJNA1248657	SAMN47865612	na	na	1499973	1499973	Escherichia marmotae	strain=S2-2	na	latest	Complete Genome	Major	Full	2025-04-28	ASM4995907v1	School of Public Health, Guizhou Medical University	GCF_049959075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/959/075/GCA_049959075.1_ASM4995907v1	na	na	na	haploid	bacteria	5037959	5037959	50.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-04-22	4875	4559	119	na
GCA_044866915.1	PRJNA1178718	SAMN44479625	na	na	1499973	1499973	Escherichia marmotae	strain=F12YCO47	na	latest	Complete Genome	Major	Full	2024-11-13	LIG_Emam_F12YCO47.1	Liggins Institute, University of Auckland	GCF_044866915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/866/915/GCA_044866915.1_LIG_Emam_F12YCO47.1	na	na	na	haploid	bacteria	4909184	4909184	50.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-11-07	4798	4531	120	na
GCA_900636405.1	PRJEB6403	SAMEA3446347	na	na	1499973	1499973	Escherichia marmotae	strain=NCTC8196	na	latest	Complete Genome	Major	Full	2018-12-20	41767_E01	SC	GCF_900636405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/405/GCA_900636405.1_41767_E01	na	na	na	haploid	bacteria	4857140	4857140	50.500000	1	1	1	SC	Annotation submitted by SC	2020-08-06	4525	4412	113	na
GCA_029962465.1	PRJNA718456	SAMN18536562	na	reference genome	1499973	1499973	Escherichia marmotae	strain=YF8	na	latest	Complete Genome	Major	Full	2023-05-10	ASM2996246v1	The University of Melbourne	GCF_029962465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/962/465/GCA_029962465.1_ASM2996246v1	na	na	na	haploid	bacteria	4669757	4669757	50.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-04-02	4416	4210	119	na
