#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_000018625.1	PRJNA13030	SAMN02604141	na	na	41514	28901	Salmonella enterica subsp. arizonae serovar 62:z4,z23:-	strain=RSK2980	na	latest	Complete Genome	Major	Full	2007-11-21	ASM1862v1	The Salmonella enterica serovar Arizonae Genome Sequencing Project	GCF_000018625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/625/GCA_000018625.1_ASM1862v1	annotation fails completeness check	na	na	haploid	bacteria	4600800	4600800	51.500000	1	1	1	The Salmonella enterica serovar Arizonae Genome Sequencing Project	Annotation submitted by The Salmonella enterica serovar Arizonae Genome Sequencing Project	2020-11-09	4699	4510	142	na
GCA_000756465.1	PRJNA215272	SAMN03072812	na	na	1386967	28901	Salmonella enterica subsp. arizonae serovar 62:z36:- str. RKS2983	strain=RKS2983	na	latest	Complete Genome	Major	Full	2014-09-22	ASM75646v1	Harbin Medical University	GCF_000756465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/465/GCA_000756465.1_ASM75646v1	annotation fails completeness check	na	na	haploid	bacteria	4574846	4574846	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2013-08-19	4390	4188	104	na
GCA_001628755.1	PRJNA276399	SAMN03371466	na	na	59204	28901	Salmonella enterica subsp. diarizonae	strain=11-01855	na	latest	Complete Genome	Major	Full	2016-04-22	ASM162875v1	Robert Koch-Institut	GCF_001628755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/755/GCA_001628755.1_ASM162875v1	na	na	na	haploid	bacteria	4779347	4779347	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2015-04-17	4477	4224	112	na
GCA_001629755.1	PRJNA276399	SAMN03371464	na	na	59204	28901	Salmonella enterica subsp. diarizonae	strain=11-01853	na	latest	Complete Genome	Major	Full	2016-04-22	ASM162975v1	Robert Koch-Institut	GCF_001629755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/629/755/GCA_001629755.1_ASM162975v1	na	na	na	haploid	bacteria	4869451	4869451	51.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2015-04-17	4597	4339	112	na
GCA_001629775.1	PRJNA276399	SAMN03371465	na	na	59204	28901	Salmonella enterica subsp. diarizonae	strain=11-01854	na	latest	Complete Genome	Major	Full	2016-04-22	ASM162977v1	Robert Koch-Institut	GCF_001629775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/629/775/GCA_001629775.1_ASM162977v1	na	na	na	haploid	bacteria	4869400	4869400	51.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2015-04-13	4600	4342	112	na
GCA_001832255.2	PRJNA186035	SAMN04961990	na	na	1173779	28901	Salmonella enterica subsp. diarizonae serovar 60:r:e,n,x,z15	strain=CFSAN044923	na	latest	Complete Genome	Major	Full	2021-06-07	ASM183225v2	Center for Food Safety and Applied Nutrition	GCF_001832255.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/832/255/GCA_001832255.2_ASM183225v2	na	na	na	haploid	bacteria	5173570	5173570	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-14	4983	4700	115	na
GCA_002211825.1	PRJNA177620	SAMN04160806	na	na	1243616	28901	Salmonella enterica subsp. diarizonae serovar 65:c:z str. SA20044251	strain=SA20044251	na	latest	Complete Genome	Major	Full	2017-06-30	ASM221182v1	Laboratory for Foodborne Zoonoses	GCF_002211825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/825/GCA_002211825.1_ASM221182v1	na	na	na	haploid	bacteria	5066092	5066092	51.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-06-23	5005	4630	118	na
GCA_002211965.1	PRJNA177617	SAMN04160830	na	na	1243612	28901	Salmonella enterica subsp. diarizonae serovar 50:k:z str. MZ0080	strain=MZ0080	na	latest	Complete Genome	Major	Full	2017-06-30	ASM221196v1	Laboratory for Foodborne Zoonoses	GCF_002211965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/965/GCA_002211965.1_ASM221196v1	na	na	na	haploid	bacteria	5076950	5076950	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-06-23	5034	4632	124	na
GCA_002234855.1	PRJNA177613	SAMN04160807	na	na	1243606	28901	Salmonella enterica subsp. arizonae serovar 53:-:- str. SA20100345	strain=SA20100345	na	latest	Complete Genome	Major	Full	2017-07-27	ASM223485v1	Laboratory for Foodborne Zoonoses	GCF_002234855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/855/GCA_002234855.1_ASM223485v1	annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	4586333	4586333	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-07-20	4657	4104	114	na
GCA_002794415.1	PRJNA406863	SAMN07633032	na	na	59204	28901	Salmonella enterica subsp. diarizonae	strain=HZS154	na	latest	Complete Genome	Major	Full	2017-11-21	ASM279441v1	The First Affiliated Hospital College of Medicine Zhejiang University	GCF_002794415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/794/415/GCA_002794415.1_ASM279441v1	na	na	na	haploid	bacteria	5087369	5087369	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-09-12	5053	4644	120	na
