#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_001278905.1	PRJNA291549	SAMN03945398	na	na	1463165	1463165	Klebsiella quasipneumoniae	strain=HKUOPLA	na	latest	Complete Genome	Major	Full	2015-09-04	ASM127890v1	University of Hong Kong 	GCF_001278905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/905/GCA_001278905.1_ASM127890v1	na	na	na	haploid	bacteria	5090052	5090052	58.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2015-08-03	4757	4614	112	26472841
GCA_001280925.1	PRJNA291804	SAMN03955386	na	na	1463165	1463165	Klebsiella quasipneumoniae	strain=HKUOPLC	na	latest	Complete Genome	Major	Full	2015-09-10	ASM128092v1	University of Hong Kong	GCF_001280925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/925/GCA_001280925.1_ASM128092v1	na	na	na	haploid	bacteria	5088873	5088873	58.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2015-08-04	4962	4764	106	na
GCA_001596075.2	PRJNA307517	SAMN04382091	na	na	1463165	1463165	Klebsiella quasipneumoniae	strain=ATCC 700603	na	latest	Complete Genome	Major	Full	2016-11-22	ASM159607v2	The Unniversity of Queensland	GCF_001596075.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/596/075/GCA_001596075.2_ASM159607v2	na	na	na	haploid	bacteria	5513862	5513862	57.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-11-17	5444	5205	123	27231369
GCA_002187935.3	PRJNA351846	SAMN05960914	na	na	1463164	1463165	Klebsiella quasipneumoniae subsp. similipneumoniae	strain=G747	na	latest	Complete Genome	Major	Full	2018-12-12	ASM218793v3	JCVI	GCF_002187935.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/187/935/GCA_002187935.3_ASM218793v3	na	na	na	haploid	bacteria	5860012	5860012	57.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-12-12	6022	5589	121	na
GCA_002239895.2	PRJNA351846	SAMN05960932	na	na	1463165	1463165	Klebsiella quasipneumoniae	strain=G4584	na	latest	Complete Genome	Major	Full	2018-12-06	ASM223989v2	JCVI	GCF_002239895.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/239/895/GCA_002239895.2_ASM223989v2	na	na	na	haploid	bacteria	5946330	5946330	57.000000	7	7	7	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-11-27	6139	5756	118	na
GCA_002240295.1	PRJNA309571	SAMN04436401	na	na	1463165	1463165	Klebsiella quasipneumoniae	strain=HKUOPA4	na	latest	Complete Genome	Major	Full	2017-08-03	ASM224029v1	The University of Hong Kong	GCF_002240295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/295/GCA_002240295.1_ASM224029v1	na	na	na	haploid	bacteria	5089790	5089790	58.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-01-26	4972	4768	118	na
GCA_002240315.1	PRJNA309572	SAMN04436402	na	na	1463165	1463165	Klebsiella quasipneumoniae	strain=HKUOPJ4	na	latest	Complete Genome	Major	Full	2017-08-03	ASM224031v1	The University of Hong Kong	GCF_002240315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/315/GCA_002240315.1_ASM224031v1	na	na	na	haploid	bacteria	5088626	5088626	58.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-01-26	4966	4770	110	na
GCA_002240335.1	PRJNA309573	SAMN04436403	na	na	1463165	1463165	Klebsiella quasipneumoniae	strain=HKUOPL4	na	latest	Complete Genome	Major	Full	2017-08-03	ASM224033v1	The University of Hong Kong	GCF_002240335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/335/GCA_002240335.1_ASM224033v1	na	na	na	haploid	bacteria	5087945	5087945	58.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-01-26	4966	4769	110	na
GCA_002953295.1	PRJNA231221	SAMN03996259	na	na	1463165	1463165	Klebsiella quasipneumoniae	strain=FDAARGOS_93	na	latest	Complete Genome	Major	Full	2018-02-20	ASM295329v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCF_002953295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/295/GCA_002953295.1_ASM295329v1	na	na	na	haploid	bacteria	5513032	5513032	57.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-01-26	5572	5269	121	na
GCA_003020825.1	PRJNA383559	SAMN06767172	na	na	1463165	1463165	Klebsiella quasipneumoniae	strain=KPC142	na	latest	Complete Genome	Major	Full	2018-03-27	ASM302082v1	LNCC	GCF_003020825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/020/825/GCA_003020825.1_ASM302082v1	na	na	na	haploid	bacteria	5418654	5418654	57.500000	3	3	3	LNCC	Annotation submitted by LNCC	2018-03-27	5067	4945	110	na
