#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_907166775.1	PRJEB44718	SAMEA8666894	na	na	2928639	28901	Salmonella enterica subsp. enterica serovar 4,5,12:i:-	na	pMOL625_IncHI2	latest	Complete Genome	Major	Full	2021-05-17	pMOL625_IncHI2	IZSLT (Istituto Zooprofilattico Sperimentale del Lazio e la Toscana)	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/166/775/GCA_907166775.1_pMOL625_IncHI2	contaminated; unverified source organism; genome length too small; missing tRNA genes	na	na	haploid	bacteria	283630	283630	47.000000	1	1	1	na	na		0	0	0	na
GCA_015176565.2	PRJNA292666	SAMN16611448	na	na	440524	28901	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	strain=FSIS12035116	na	latest	Complete Genome	Major	Full	2023-06-14	ASM1517656v2	FDA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/176/565/GCA_015176565.2_ASM1517656v2	from large multi-isolate project	na	na	haploid	bacteria	5265811	5265811	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-04-20	5205	4956	123	37991374
GCA_004919285.1	PRJNA316728	SAMN11333144	na	na	2583588	28901	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	strain=PNCS014850	na	latest	Complete Genome	Major	Full	2019-04-28	ASM491928v1	Laboratory for Foodborne Zoonoses	GCF_004919285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/919/285/GCA_004919285.1_ASM491928v1	na	na	na	haploid	bacteria	4909329	4909329	52.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-04-19	4850	4636	115	na
GCA_907166765.1	PRJEB44718	SAMEA8666892	na	na	2928639	28901	Salmonella enterica subsp. enterica serovar 4,5,12:i:-	na	pMOL500_IncHI2	latest	Complete Genome	Major	Full	2021-05-17	pMOL500_IncHI2	IZSLT (Istituto Zooprofilattico Sperimentale del Lazio e la Toscana)	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/166/765/GCA_907166765.1_pMOL500_IncHI2	unverified source organism; genome length too small; missing tRNA genes	na	na	haploid	bacteria	277503	277503	47.000000	1	1	1	na	na		0	0	0	na
GCA_037822845.1	PRJNA1087334	SAMN40440248	na	na	440524	28901	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	strain=Z1323SSL0063	na	latest	Complete Genome	Major	Full	2024-03-26	ASM3782284v1	Jeonbuk National University	GCF_037822845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/822/845/GCA_037822845.1_ASM3782284v1	na	na	na	haploid	bacteria	5053694	5053694	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-19	4969	4721	123	na
GCA_011118855.2	PRJNA292666	SAMN07340495	na	na	440524	28901	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	strain=FSIS1702343	na	latest	Complete Genome	Major	Full	2021-09-09	ASM1111885v2	FDA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/118/855/GCA_011118855.2_ASM1111885v2	from large multi-isolate project	na	na	haploid	bacteria	5139200	5139200	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-02	5021	4765	123	34867920
GCA_045344115.1	PRJNA1087334	SAMN40440225	na	na	440524	28901	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	strain=Z1323HSL0072	na	latest	Complete Genome	Major	Full	2024-03-26	ASM4534411v1	Jeonbuk National University	GCF_045344115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/344/115/GCA_045344115.1_ASM4534411v1	na	na	na	haploid	bacteria	5005894	5005894	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-19	4869	4501	120	na
GCA_008919525.2	PRJNA242847	SAMN12925425	na	na	440524	28901	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	strain=FSIS21925668	na	latest	Complete Genome	Major	Full	2023-03-16	ASM891952v2	FDA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/919/525/GCA_008919525.2_ASM891952v2	from large multi-isolate project	na	na	haploid	bacteria	5166798	5166798	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-03-08	5112	4861	123	na
GCA_030517155.1	PRJNA919003	SAMN32643670	na	na	2801390	28901	Salmonella enterica subsp. enterica serovar 1,4,12:i:-	strain=BL661	na	latest	Complete Genome	Major	Full	2023-07-21	ASM3051715v1	Animal and Plant Health Agency	GCF_030517155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/517/155/GCA_030517155.1_ASM3051715v1	na	na	na	haploid	bacteria	5069435	5069435	52.000000	7	7	7	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-05-23	5018	4741	120	na
GCA_037821945.1	PRJNA1087334	SAMN40440249	na	na	440524	28901	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	strain=Z1323SSL0064	na	latest	Complete Genome	Major	Full	2024-03-26	ASM3782194v1	Jeonbuk National University	GCF_037821945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/821/945/GCA_037821945.1_ASM3782194v1	na	na	na	haploid	bacteria	5308556	5308556	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-19	5249	4992	126	na
