#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_025311555.1	PRJNA877279	SAMN30695412	na	na	299766	158836	Enterobacter hormaechei subsp. steigerwaltii	strain=csa13R	na	latest	Complete Genome	Major	Full	2022-09-20	ASM2531155v1	Medical University of Bialystok	GCF_025311555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/311/555/GCA_025311555.1_ASM2531155v1	na	na	na	haploid	bacteria	4964002	4964002	55.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-09-14	4822	4656	117	na
GCA_038626985.2	PRJNA812595	SAMN41094950	na	na	158836	158836	Enterobacter hormaechei	strain=2024CK-00479	na	latest	Complete Genome	Major	Full	2024-05-28	ASM3862698v2	Utah Public Health Laboratory, Utah Public Health Laboratory Infectious Disease submission group	GCF_038626985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/626/985/GCA_038626985.2_ASM3862698v2	na	na	na	haploid	bacteria	5225065	5225065	55.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-05-22	5041	4840	114	na
GCA_013873945.1	PRJNA647548	SAMN15589938	na	na	158836	158836	Enterobacter hormaechei	strain=ENCL49790	na	latest	Complete Genome	Major	Full	2020-07-29	ASM1387394v1	Charles University in Prague	GCF_013873945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/873/945/GCA_013873945.1_ASM1387394v1	na	na	na	haploid	bacteria	5348124	5348124	55.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-07-22	5256	5043	116	33298573
GCA_037217235.1	PRJNA1085666	SAMN40316311	na	na	158836	158836	Enterobacter hormaechei	strain=RH3	na	latest	Complete Genome	Major	Full	2024-03-18	ASM3721723v1	College of Food Science, Sichuan Agricultural University	GCF_037217235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/217/235/GCA_037217235.1_ASM3721723v1	na	na	na	haploid	bacteria	4934160	4934160	55.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-12	4751	4564	115	38126118
GCA_023735155.1	PRJDB13518	SAMD00490846	na	na	158836	158836	Enterobacter hormaechei	strain=FUJ80024	na	latest	Complete Genome	Major	Full	2022-06-05	ASM2373515v1	Fujita Health University School of Medicine	GCF_023735155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/735/155/GCA_023735155.1_ASM2373515v1	na	na	na	haploid	bacteria	5132601	5132601	54.500000	3	3	3	Fujita Health University School of Medicine	Annotation submitted by Fujita Health University School of Medicine	2022-06-04	4990	4878	112	na
GCA_013624605.1	PRJNA605147	SAMN15148511	na	na	158836	158836	Enterobacter hormaechei	strain=RHBSTW-00140	na	latest	Complete Genome	Major	Full	2020-07-24	ASM1362460v1	The REHAB Consortium	GCF_013624605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/624/605/GCA_013624605.1_ASM1362460v1	na	na	na	haploid	bacteria	5010945	5010945	55.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-19	4851	4666	117	34609275
GCA_038738885.2	PRJNA1102716	SAMN41027805	na	na	158836	158836	Enterobacter hormaechei	strain=04	na	latest	Complete Genome	Major	Full	2025-04-22	En_Ho3	Department of Botany, University of Peradeniya	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/738/885/GCA_038738885.2_En_Ho3	annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	5139222	5139222	55.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-10-10	5076	3898	116	na
GCA_003264955.1	PRJNA476055	SAMN09425565	na	na	158836	158836	Enterobacter hormaechei	strain=20710	na	latest	Complete Genome	Major	Full	2018-06-25	ASM326495v1	Zhejiang University	GCF_003264955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/264/955/GCA_003264955.1_ASM326495v1	na	na	na	haploid	bacteria	5545020	5545020	54.500000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-06-18	5619	5327	122	na
GCA_043972715.1	PRJNA1067818	SAMN39551825	na	na	1296536	158836	Enterobacter hormaechei subsp. xiangfangensis	strain=ECC-050	na	latest	Complete Genome	Major	Full	2024-10-28	ASM4397271v1	National Institute of Infectious Diseases and Vaccinology, National Health Research Institutes	GCF_043972715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/972/715/GCA_043972715.1_ASM4397271v1	na	na	na	haploid	bacteria	4923905	4923905	55.500000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-29	4763	4586	114	na
GCA_017161785.1	PRJNA695145	SAMN17615670	na	na	158836	158836	Enterobacter hormaechei	strain=RIVM_C017238	na	latest	Complete Genome	Major	Full	2021-03-02	ASM1716178v1	Dutch CPE surveillance Study Group	GCF_017161785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/161/785/GCA_017161785.1_ASM1716178v1	na	na	na	haploid	bacteria	5023816	5023816	54.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-02-24	4805	4600	117	na
GCA_047327165.2	PRJNA288601	SAMN46490585	na	na	158836	158836	Enterobacter hormaechei	na	2025CK-00092	latest	Complete Genome	Major	Full	2025-05-12	ASM4732716v2	Utah Public Health Laboratory, Utah Public Health Laboratory Infectious Disease submission group	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/327/165/GCA_047327165.2_ASM4732716v2	from large multi-isolate project	na	na	haploid	bacteria	5270678	5270678	55.000000	9	9	9	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-05-05	5146	4922	117	na
GCA_023735755.1	PRJDB13518	SAMD00490880	na	na	158836	158836	Enterobacter hormaechei	strain=FUJ80156	na	latest	Complete Genome	Major	Full	2022-06-05	ASM2373575v1	Fujita Health University School of Medicine	GCF_023735755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/735/755/GCA_023735755.1_ASM2373575v1	na	na	na	haploid	bacteria	5405365	5405365	55.000000	4	4	4	Fujita Health University School of Medicine	Annotation submitted by Fujita Health University School of Medicine	2022-06-04	5283	5172	111	na
GCA_003408575.1	PRJNA302185	SAMN04448498	na	na	158836	158836	Enterobacter hormaechei	strain=N1	na	latest	Complete Genome	Major	Full	2018-08-20	ASM340857v1	Centers for Disease Control and Prevention. Division of Healthcare Quality Promotion	GCF_003408575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/408/575/GCA_003408575.1_ASM340857v1	na	na	na	haploid	bacteria	5114406	5114406	55.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-08-13	5112	4726	118	na
GCA_023375605.1	PRJNA823881	SAMN27363748	na	na	158836	158836	Enterobacter hormaechei	strain=K528	na	latest	Complete Genome	Major	Full	2022-05-16	ASM2337560v1	Yangzhou University	GCF_023375605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/375/605/GCA_023375605.1_ASM2337560v1	na	na	na	haploid	bacteria	4860400	4860400	55.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-04-07	4679	4466	114	na
GCA_023734855.1	PRJDB13518	SAMD00490832	na	na	158836	158836	Enterobacter hormaechei	strain=FUJ80004	na	latest	Complete Genome	Major	Full	2022-06-05	ASM2373485v1	Fujita Health University School of Medicine	GCF_023734855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/734/855/GCA_023734855.1_ASM2373485v1	na	na	na	haploid	bacteria	5114755	5114755	54.500000	2	2	2	Fujita Health University School of Medicine	Annotation submitted by Fujita Health University School of Medicine	2022-06-04	4973	4862	111	na
GCA_024918255.1	PRJNA836696	SAMN28174037	na	na	158836	158836	Enterobacter hormaechei	strain=ST90	na	latest	Complete Genome	Major	Full	2022-09-04	ASM2491825v1	University of Texas MD Anderson Cancer Center	GCF_024918255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/918/255/GCA_024918255.1_ASM2491825v1	na	na	na	haploid	bacteria	5229427	5229427	55.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-08-26	5064	4826	114	na
GCA_029962565.1	PRJNA812965	SAMN26443382	na	na	158836	158836	Enterobacter hormaechei	strain=pf0910	na	latest	Complete Genome	Major	Full	2023-05-10	ASM2996256v1	City University of Hong Kong	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/962/565/GCA_029962565.1_ASM2996256v1	annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	5139894	5139894	55.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-05-06	5024	3958	116	na
GCA_047553055.1	PRJNA1201586	SAMN45938425	na	na	158836	158836	Enterobacter hormaechei	strain=K_21_ENCL_294	na	latest	Complete Genome	Major	Full	2025-02-10	ASM4755305v1	Machine Learning and Systems Biology, Max Planck Institute of Biochemistry	GCF_047553055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/553/055/GCA_047553055.1_ASM4755305v1	na	na	na	haploid	bacteria	4710493	4710493	55.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-02-04	4507	4344	116	na
GCA_023547225.1	PRJNA775673	SAMN22612719	na	na	158836	158836	Enterobacter hormaechei	strain=Eh60	na	latest	Complete Genome	Major	Full	2022-05-25	ASM2354722v1	Shenzhen People's Hospital	GCF_023547225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/547/225/GCA_023547225.1_ASM2354722v1	na	na	na	haploid	bacteria	5243917	5243917	54.500000	8	8	8	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-11-01	5157	4895	113	na
GCA_050186865.1	PRJNA1136676	SAMN42540002	na	na	158836	158836	Enterobacter hormaechei	strain=A31722	na	latest	Complete Genome	Major	Full	2025-05-06	ASM5018686v1	Inst. Hygiene, University Hospital Muenster	GCF_050186865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/186/865/GCA_050186865.1_ASM5018686v1	na	na	na	haploid	bacteria	4880795	4880795	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-02-18	4753	4520	116	na
GCA_023734875.1	PRJDB13518	SAMD00490833	na	na	158836	158836	Enterobacter hormaechei	strain=FUJ80005	na	latest	Complete Genome	Major	Full	2022-06-05	ASM2373487v1	Fujita Health University School of Medicine	GCF_023734875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/734/875/GCA_023734875.1_ASM2373487v1	na	na	na	haploid	bacteria	5213777	5213777	54.500000	3	3	3	Fujita Health University School of Medicine	Annotation submitted by Fujita Health University School of Medicine	2022-06-04	5086	4972	114	na
